"","Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type"
"6261","Sainte Épine Saint Joseph Rouge 2016","France","Saint-Joseph","Domaine Michelas St Jemms",3.9,54,19.9,"2016","Red"
"6262","Batasarro Lamezia Riserva 2013","Italy","Calabria","Statti",4,54,23.79,"2013","Red"
"6263","Reserva Varietales 2014","Spain","Uclés","Finca La Estacada",3.6,54,13.15,"2014","Red"
"6264","Tinto 2017","Spain","Binissalem-Mallorca","Tianna Negre",4.3,54,36.99,"2017","Red"
"6265","Barolo Bussia Colonnello 2015","Italy","Barolo","Aldo Conterno",4.3,54,129.01,"2015","Red"
"6266","Goldberg 2018","Austria","Burgenland","Werner Achs",4.1,54,10.65,"2018","Red"
"6267","Heideboden Zweigelt 2018","Austria","Neusiedlersee","Pittnauer",3.7,54,8.8,"2018","Red"
"6268","La Luna 2018","France","Côte Vermeille","Bruno Duchêne",3.8,54,20.67,"2018","Red"
"6269","Savigny-lès-Beaune Clos Des Godeaux 2017","France","Savigny-lès-Beaune","Joseph Drouhin",3.9,54,35.9,"2017","Red"
"6270","Merlot 2016","Italy","Südtirol - Alto Adige","Alois Lageder",3.6,54,11.9,"2016","Red"
"6271","Nero d'Avola 2018","Italy","Terre Siciliane","Corte dei Mori",3.9,54,6.75,"2018","Red"
"6272","Les Crus Terrasses du Larzac 2017","France","Terrasses du Larzac","Calmel & Joseph",3.8,54,12.62,"2017","Red"
"6273","Gaudium 2015","Spain","Rioja","Marqués de Cáceres",4.5,54,48.95,"2015","Red"
"6274","Spätburgunder 2018","Germany","Rheinhessen","Bianka and Daniel Schmitt",3.9,54,13.9,"2018","Red"
"6275","Terre dei Vestini Montepulciano d'Abruzzo 2015","Italy","Montepulciano d'Abruzzo","Col del Mondo",3.8,54,11.4,"2015","Red"
"6276","Matura Trocken 2016","Germany","Pfalz","Studier",3.6,54,8.68,"2016","Red"
"6277","Cuatro Tierras 2017","Spain","Navarra","Bodegas Piedemonte",3.8,54,8.31,"2017","Red"
"6278","Pinotage 2016","South Africa","Stellenbosch","Neil Ellis",3.9,54,26.99,"2016","Red"
"6279","Lagrein Riserva Furggl 2016","Italy","Trentino-Alto Adige","Peter Zemmer",3.9,54,19.4,"2016","Red"
"6280","Pla de la Creu Negre 2016","Spain","Catalunya","Rosell Mir",3.4,54,5.95,"2016","Red"
"6281","Ardoise Pinot Noix 2011","Germany","Mosel","Pinot Noix",4.2,54,89.95,"2011","Red"
"6282","Cremosina Barbera d'Asti Superiore 2016","Italy","Barbera d'Asti","Bersano",3.8,54,19.47,"2016","Red"
"6283","Saint-Émilion Grand Cru 2016","France","Saint-Émilion Grand Cru","Château Martinet",4,54,17.9,"2016","Red"
"6284","Pom N Roll Pomerol 2016","France","Pomerol","Château Gombaude-Guillot",3.7,54,57.89,"2016","Red"
"6285","Médoc 2016","France","Médoc","Château d'Escurac",3.7,54,16.5,"2016","Red"
"6286","Bordeaux Supérieur 2005","France","Bordeaux Supérieur","Château de Reignac",3.9,54,37.95,"2005","Red"
"6287","Zweigelt Domaene Gobelsburg 2018","Austria","Niederösterreich","Schloss Gobelsburg",3.7,54,8.29,"2018","Red"
"6288","Ruby Blend 2015","South Africa","Western Cape","Peter Falke",4,54,17.9,"2015","Red"
"6289","Mencía Crianza 2011","Spain","Bierzo","Armas de Guerra",3.6,54,9.95,"2011","Red"
"6290","La Basseta 2014","Spain","Priorat","Bodegas Mas Alta",4.2,54,57.51,"2014","Red"
"6291","Juegabolos 2016","Spain","Ribera del Duero","Valderiz",4.2,54,36.74,"2016","Red"
"6292","Merlot delle Venezie 2018","Italy","delle Venezie","Bolla",3.6,54,5.99,"2018","Red"
"6293","Franc de Pied Saumur-Champigny 2015","France","Saumur-Champigny","Domaine des Roches Neuves",4,54,39.9,"2015","Red"
"6294","Bernardeschi Governo 2016","Italy","Toscana","Terrescure",4,540,9.9,"2016","Red"
"6295","Naoussa Alta 2016","Greece","Naoussa","Thymiopoulos",4.1,540,13.5,"2016","Red"
"6296","Home Ranch Zinfandel 2012","United States","Alexander Valley","Seghesio",4.2,541,75.98,"2012","Red"
"6297","Ribet Red Cabernet Sauvignon - Merlot 2018","France","Pays d'Oc","Arrogant Frog",3.6,541,5.81,"2018","Red"
"6298","Oreno Toscana 2016","Italy","Toscana","Tenuta Sette Ponti",4.3,542,63.05,"2016","Red"
"6299","Shiraz - Cabernet 2018","Australia","South Eastern Australia","Rawson's Retreat",3.5,542,7.31,"2018","Red"
"6300","Paiara Puglia Rosso 2016","Italy","Puglia","Tormaresca",3.8,543,6.54,"2016","Red"
"6301","Barolo 2011","Italy","Barolo","Domenico Clerico",4.1,543,33.85,"2011","Red"
"6302","Vi de Vila Gratallops 2014","Spain","Priorat","Álvaro Palacios",4.2,544,42.89,"2014","Red"
"6303","Châteauneuf-du-Pape 2015","France","Châteauneuf-du-Pape","Château Mont-Redon",4.2,544,35.9,"2015","Red"
"6304","Carmenère 2017","Chile","Colchagua Valley","Primus",3.9,544,14.5,"2017","Red"
"6305","Saint-Julien (Grand Cru Classé) 2014","France","Saint-Julien","Château Branaire-Ducru",4,544,68.81,"2014","Red"
"6306","Coudoulet de Beaucastel Côtes-du-Rhône 2017","France","Côtes-du-Rhône","Château de Beaucastel",4,545,19.4,"2017","Red"
"6307","Villa Antinori Chianti Classico Riserva 2016","Italy","Chianti Classico","Antinori",4.1,545,32.95,"2016","Red"
"6308","Sassicaia 2010","Italy","Bolgheri Sassicaia","Tenuta San Guido",4.6,5458,299,"2010","Red"
"6309","Vendimia Seleccionada 2016","Spain","Navarra","Pago de Cirsus",3.8,546,7.99,"2016","Red"
"6310","Passo del Cardinale Primitivo di Manduria 2018","Italy","Primitivo di Manduria","Paololeo",4.1,546,10.5,"2018","Red"
"6311","Garnacha Tinta 2016","Spain","Valdejalón","Botijo Rojo",3.6,546,9.9,"2016","Red"
"6312","Insigne Merlot 2017","Chile","Central Valley","Carmen",3.6,546,8.49,"2017","Red"
"6313","Oso Castello d'Albola 2016","Italy","Toscana","Albola",3.6,546,8.9,"2016","Red"
"6314","Gala 4 Red Blend 2015","Argentina","Lujan de Cuyo","Luigi Bosca",4.2,547,27.24,"2015","Red"
"6315","Koonunga Hill Shiraz - Cabernet 2017","Australia","South Australia","Penfolds",3.7,5477,10.95,"2017","Red"
"6316","Primitivo 2017","Italy","Puglia","A Mano",3.4,549,7.89,"2017","Red"
"6317","Pauillac (Premier Grand Cru Classé) 2005","France","Pauillac","Château Lafite Rothschild",4.6,549,1049.95,"2005","Red"
"6318","Margaux 2015","France","Margaux","Château Siran",4,549,54.14,"2015","Red"
"6319","Cabernet Sauvignon (Select Terroir Reserva) 2018","Chile","Maipo Valley","Santa Ema",3.5,549,7.66,"2018","Red"
"6320","Ca' de' Rocchi Valpolicella 2016","Italy","Valpolicella","Tinazzi",4.2,549,14.95,"2016","Red"
"6321","Le Sabbie dell’Etna Rosso 2017","Italy","Etna","Firriato",3.8,549,10.62,"2017","Red"
"6322","Barolo Tre Pais 2015","Italy","Barolo","Broccardo",4.2,55,24.5,"2015","Red"
"6323","Nero d'Avola 2016","Italy","Terre Siciliane","Capovero Bio",3.2,55,7.75,"2016","Red"
"6324","Spätburgunder 'B' 2015","Germany","Pfalz","Friedrich Becker",3.7,55,16.5,"2015","Red"
"6325","Mo Montepulciano d'Abruzzo Riserva 2015","Italy","Montepulciano d'Abruzzo","Cantina Tollo",3.8,55,9.9,"2015","Red"
"6326","Reserva 2014","Spain","Navarra","Bodegas Piedemonte",3.5,55,10.5,"2014","Red"
"6327","Shiraz - Cabernet Sauvignon - Cabernet Franc JSM 2016","Australia","McLaren Vale","Fox Creek",3.9,55,17.5,"2016","Red"
"6328","Starlette Pinotage 2017","South Africa","Franschhoek","Allée Bleue",3.4,55,10.5,"2017","Red"
"6329","Noras Cannonau di Sardegna 2017","Italy","Cannonau di Sardegna","Santadi",3.8,55,13.25,"2017","Red"
"6330","Barbera d'Alba Superiore Funtanì 2016","Italy","Barbera d'Alba","Cordero di Montezemolo",4.2,55,43.95,"2016","Red"
"6331","Saint-Joseph 'Les Côtes' 2015","France","Saint-Joseph","Alain Voge",3.9,55,29,"2015","Red"
"6332","Barbaresco Riserva Pajé 2014","Italy","Barbaresco","Produttori del Barbaresco",4.2,55,45.72,"2014","Red"
"6333","QVIS Negroamaro 2017","Italy","Salento","Tenuta Giustini",3.7,55,7.6,"2017","Red"
"6334","Rosso di Montalcino 2016","Italy","Rosso di Montalcino","Canalicchio - Franco Pacenti",3.6,55,16.9,"2016","Red"
"6335","Rosso di Montalcino 2017","Italy","Rosso di Montalcino","Altesino",3.9,55,15.95,"2017","Red"
"6336","Cabernet Sauvignon 2018","South Africa","Cape Town","Cape Town Wine Co",2.5,55,7.5,"2018","Red"
"6337","Dominio de Fontana Roble Tempranillo - Syrah 2018","Spain","Castilla","Bodegas Fontana",3.8,55,7.36,"2018","Red"
"6338","Sancerre Rouge 2016","France","Sancerre","Gérard Millet",3.8,55,13.98,"2016","Red"
"6339","Finca Dofí 1997","Spain","Priorat","Álvaro Palacios",4.3,55,66.79,"1997","Red"
"6340","Lutzmannsburg Alte Reben Blaufränkisch 2015","Austria","Burgenland","Moric",4.2,55,72.14,"2015","Red"
"6341","Vieilles Vignes Blaye Côtes de Bordeaux 2014","France","Blaye - Côtes de Bordeaux","Château La Frière",3,55,7.49,"2014","Red"
"6342","Varvàra Bolgheri 2018","Italy","Bolgheri","Castello di Bolgheri",4.1,55,22.9,"2018","Red"
"6343","Sorì Tildìn (Barbaresco) Langhe 2016","Italy","Langhe","Gaja",4.6,55,484.03,"2016","Red"
"6344","Rosso di Montalcino 2017","Italy","Rosso di Montalcino","Tenute Silvio Nardi",3.7,55,15.95,"2017","Red"
"6345","Les Antimagnes Côtes du Rhône Rouge 2017","France","Côtes-du-Rhône","Domaine des Escaravailles",3.6,55,11.5,"2017","Red"
"6346","Caligiano 2018","Italy","Chianti","Badia di Morrona",3.6,55,6.49,"2018","Red"
"6347","Tenuta Guado al Tasso Bolgheri Superiore 2017","Italy","Bolgheri Superiore","Antinori",4.7,55,125,"2017","Red"
"6348","Gueule de Loup de Villeneuve 2018","France","Méditerranée","Château de Roquefort",3.6,55,11.9,"2018","Red"
"6349","Suculé Barbera d'Alba 2016","Italy","Barbera d'Alba","Lo Zoccolaio",4.1,55,11.6,"2016","Red"
"6350","Pommard 2016","France","Pommard","Bouchard Père & Fils",3.5,55,43.17,"2016","Red"
"6351","Les Coteaux Shiraz 2014","South Africa","Wellington","Mont du Toit",3.8,55,11.5,"2014","Red"
"6352","Puglia Primitivo 2017","Italy","Puglia","Lamadoro",3.4,55,5.25,"2017","Red"
"6353","Unico Reserva Especial Edición 2006","Spain","Ribera del Duero","Vega Sicilia",4.7,55,568.4,"2006","Red"
"6354","Lagrein 2018","Italy","Südtirol - Alto Adige","Castel Sallegg",3.8,55,13.79,"2018","Red"
"6355","Currá Barbaresco 2013","Italy","Barbaresco","Sottimano",4.4,55,79,"2013","Red"
"6356","Nerosanlorè 2011","Italy","Terre Siciliane","Gulfi",4.2,55,29.05,"2011","Red"
"6357","Auxo Colli di Luni 2017","Italy","Colli di Luni","Lvnae",3.3,55,10.75,"2017","Red"
"6358","Reserva Especial 2005","Spain","Somontano","Enate",3.8,55,98.42,"2005","Red"
"6359","Mosaico Bolgheri 2017","Italy","Bolgheri","Casa di Terra",4.1,55,29.9,"2017","Red"
"6360","Reserva Tempranillo 2011","Spain","Cigales","La Legua",3.6,55,17.76,"2011","Red"
"6361","Givry 2016","France","Givry","Louis Latour",4,55,22.99,"2016","Red"
"6362","Muschelkalk Rot 2017","Austria","Burgenland","Lichtenberger & González",3.8,55,13.8,"2017","Red"
"6363","Gestad 2015","Germany","Baden","Ziereisen",4.1,55,22.91,"2015","Red"
"6364","Crianza 2018","Spain","Rioja","Montebuena",3.5,55,5.99,"2018","Red"
"6365","Nero d'Avola - Cabernet Sauvignon 2017","Italy","Terre Siciliane","Itinera Prima Classe",4,55,7.64,"2017","Red"
"6366","Brunello di Montalcino 2015","Italy","Brunello di Montalcino","Poggio San Polo",4.2,55,40.94,"2015","Red"
"6367","Bourgogne Pinot Noir 2018","France","Bourgogne","Louis Latour",3.6,550,12.57,"2018","Red"
"6368","Vi de Villa Bellmunt Priorat Tinto 2015","Spain","Priorat","Mas d'en Gil",3.8,550,18.81,"2015","Red"
"6369","San Domino 2018","Italy","Puglia","Montedidio",3.9,551,6.77,"2018","Red"
"6370","Il Grigio Chianti Classico Riserva 2016","Italy","Chianti Classico","San Felice",3.9,551,14.52,"2016","Red"
"6371","Saint-Georges-Saint-Émilion 2014","France","Saint-Georges-Saint-Émilion","Chateau Cap St George",3.8,551,19.5,"2014","Red"
"6372","Côtes du Rhône Les Deux Albion 2015","France","Côtes-du-Rhône","Château de Saint Cosme",3.7,551,14.5,"2015","Red"
"6373","Luce Brunello di Montalcino 2012","Italy","Brunello di Montalcino","Luce della Vite",4.4,551,92,"2012","Red"
"6374","Barbazul Tinto 2017","Spain","Cádiz","Huerta de Albala",3.7,551,8.49,"2017","Red"
"6375","Coto de Imaz Rioja Reserva 2015","Spain","Rioja","El Coto",3.8,5510,9.9,"2015","Red"
"6376","The Struie 2016","Australia","Barossa Valley","Torbreck",4.2,552,63.9,"2016","Red"
"6377","Tributo Cabernet Sauvignon 2015","Chile","Colchagua Valley","Caliterra",3.7,552,9.64,"2015","Red"
"6378","Moulis-en-Médoc 2016","France","Moulis-en-Médoc","Château Chasse-Spleen",3.9,552,34.85,"2016","Red"
"6379","21 Gables Pinotage 2015","South Africa","Western Cape","Spier",4.2,553,25.1,"2015","Red"
"6380","Cubardi Primitivo 2016","Italy","Salento","Schola Sarmenti",4.3,553,15.47,"2016","Red"
"6381","Brunello di Montalcino 2014","Italy","Brunello di Montalcino","Ciacci Piccolomini d'Aragona",4.2,553,38.89,"2014","Red"
"6382","Soffocone di Vincigliata Toscana 2015","Italy","Toscana","Bibi Graetz",4,554,31.97,"2015","Red"
"6383","Raimonda Barbera d'Alba 2017","Italy","Barbera d'Alba","Fontanafredda",3.8,554,11.5,"2017","Red"
"6384","The Spur Red Blend 2016","United States","Livermore Valley","Murrieta's Well",3.9,555,27.15,"2016","Red"
"6385","Primitivo 2018","Italy","Salento","Paololeo",3.7,555,7.5,"2018","Red"
"6386","Moreccio Bolgheri 2015","Italy","Bolgheri","Casa di Terra",3.8,555,15.5,"2015","Red"
"6387","Saint-Julien (Grand Cru Classé) 2014","France","Saint-Julien","Château Léoville Barton",4.2,555,77.01,"2014","Red"
"6388","Haut-Médoc (Grand Cru Classé) 2016","France","Haut-Médoc","Château La Tour Carnet",4,556,51.23,"2016","Red"
"6389","Cabernet Sauvignon 2015","South Africa","Stellenbosch","Tokara",3.8,556,17.91,"2015","Red"
"6390","Pessac-Léognan 2005","France","Pessac-Léognan","Château Carbonnieux",4.1,556,46.95,"2005","Red"
"6391","Brolio Chianti Classico Riserva 2016","Italy","Chianti Classico","Ricasoli",4.1,557,20.29,"2016","Red"
"6392","Campo Ai Sassi Rosso di Montalcino 2017","Italy","Rosso di Montalcino","Tenuta CastelGiocondo",3.7,557,16.97,"2017","Red"
"6393","Cabernet Sauvignon 2017","United States","Central Coast","Robert Mondavi Private Selection",3.7,5570,10.9,"2017","Red"
"6394","Cabernet Sauvignon 2015","South Africa","Swartland","Allesverloren",3.7,558,14.9,"2015","Red"
"6395","Brunello di Montalcino 2015","Italy","Brunello di Montalcino","Col d'Orcia",4.1,558,30.5,"2015","Red"
"6396","Estate Merlot 2016","Chile","Aconcagua Valley","Errazuriz",3.5,558,8.9,"2016","Red"
"6397","Max Reserva Syrah 2015","Chile","Aconcagua Valley","Errazuriz",3.6,559,13.55,"2015","Red"
"6398","Margaux (Grand Cru Classé) 2014","France","Margaux","Château Cantenac Brown",4.1,559,54.95,"2014","Red"
"6399","Barrel Selection Cabernet Sauvignon 2017","Argentina","Uco Valley","Salentein",3.8,559,13.43,"2017","Red"
"6400","Killka Cabernet Sauvignon 2017","Argentina","Uco Valley","Salentein",3.4,559,9.25,"2017","Red"
"6401","Margaux (Grand Cru Classé) 2009","France","Margaux","Château Palmer",4.6,559,379,"2009","Red"
"6402","Crianza 2016","Spain","Rioja","Cune (CVNE)",3.6,5593,7.1,"2016","Red"
"6403","Cabernet Sauvignon 2016","Chile","Puente Alto","Marques de Casa Concha",4,5597,14.5,"2016","Red"
"6404","Das Kleine Kreuz 2017","Germany","Pfalz","Rings",4,56,19.7,"2017","Red"
"6405","Pomorosso Barbera d'Asti 2017","Italy","Barbera d'Asti","Coppo",4.4,56,43.5,"2017","Red"
"6406","Diciotto Primitivo 2015","Italy","Salento","Schola Sarmenti",4.4,56,48.72,"2015","Red"
"6407","Chianti Classico 2018","Italy","Chianti Classico","Riecine",4,56,18.8,"2018","Red"
"6408","Lagrein Riserva 2017","Italy","Südtirol - Alto Adige","Erbhof Unterganzner",4.1,56,42.14,"2017","Red"
"6409","Nero d'Avola 2018","Italy","Terre Siciliane","Monte Pietroso",3.8,56,3.79,"2018","Red"
"6410","Château La Croix Saint-Estèphe 2015","France","Saint-Estèphe","Château Le Crock",4.1,56,23.75,"2015","Red"
"6411","Folgóre San Gimignano Rosso 2012","Italy","San Gimignano","Panizzi",4.2,56,24.27,"2012","Red"
"6412","Bärnreiser 2016","Austria","Carnuntum","Weingut Philipp Grassl",3.9,56,29,"2016","Red"
"6413","Terra Romana Milenium Red 2016","Romania","Dealu Mare","Serve",3.6,56,11.5,"2016","Red"
"6414","Ammasso Rosso Sicilia 2017","Italy","Sicilia","Barone Montalto",3.9,56,14.84,"2017","Red"
"6415","Sonnenberg Pinot Noir Trocken 2015","Germany","Pfalz","Eymann",4.1,56,59,"2015","Red"
"6416","Draco Chianti Colli Senesi Riserva 2016","Italy","Chianti Colli Senesi","Il Palagione",4.1,56,15.6,"2016","Red"
"6417","Cuvée Charles de Batz Madiran 2015","France","Madiran","Domaine Berthoumieu",4,56,14.09,"2015","Red"
"6418","Grauwacke Spätburgunder 2017","Germany","Ahr","Meyer - Näkel",3.9,56,20.53,"2017","Red"
"6419","Barbaresco Coste Rubín 2015","Italy","Barbaresco","Fontanafredda",3.9,56,27.06,"2015","Red"
"6420","Bullant Shiraz 2017","Australia","Langhorne Creek","Lake Breeze Wines",3.9,56,13.57,"2017","Red"
"6421","Grande Cuvée Corbières Rouge 2017","France","Corbières","Château Amandiers",2.8,56,8.33,"2017","Red"
"6422","Grande Cuvée 2017","Austria","Burgenland","Keringer",4,56,13.9,"2017","Red"
"6423","Bourgogne Épineuil 2017","France","Bourgogne Epineuil","Dampt Frères",3.9,56,16.95,"2017","Red"
"6424","Cavalcade Rouge 2016","France","Côtes du Roussillon","Château de Corneilla",4,56,15.16,"2016","Red"
"6425","Kanai Riserva Carignano del Sulcis 2016","Italy","Carignano del Sulcis","Sardus Pater",3.9,56,14.52,"2016","Red"
"6426","Amma Red 2015","Portugal","Alentejo","Arrepiado Velho",4.6,56,116,"2015","Red"
"6427","Vigneto Bellavista Chianti Classico 2013","Italy","Chianti Classico","Castello di Ama",4.3,56,225.32,"2013","Red"
"6428","Old Vines 2016","Spain","Montsant","Martin Freixa",4,56,16.5,"2016","Red"
"6429","Châteauneuf-du-Pape Barbe Rac 2004","France","Châteauneuf-du-Pape","M. Chapoutier",4,56,71.95,"2004","Red"
"6430","Malbec 2016","Chile","Colchagua Valley","Polkura",4.1,56,21.45,"2016","Red"
"6431","Cerromendro Tinta de Toro 2013","Spain","Toro","Valpiculata",3.5,56,17.06,"2013","Red"
"6432","Saint-Émilion Grand Cru (Grand Cru Classé) 2017","France","Saint-Émilion Grand Cru","Château de Pressac",3.9,56,35.09,"2017","Red"
"6433","Le Redini 2016","Italy","Toscana","Tenuta Degli Dei",3.9,56,18.5,"2016","Red"
"6434","Pinot Noir *** 2016","Germany","Baden","Weingut Holger Koch",3.8,56,22.9,"2016","Red"
"6435","Châteauneuf-du-Pape 2015","France","Châteauneuf-du-Pape","Clos des Papes (Paul Avril)",4.4,560,86.76,"2015","Red"
"6436","Korem Isola dei Nuraghi 2015","Italy","Isola dei Nuraghi","Argiolas",4.2,560,27.43,"2015","Red"
"6437","Obertura Cabernet Franc 2015","Argentina","Mendoza","Kaiken",4,560,31.5,"2015","Red"
"6438","Columbia Valley Merlot 2013","United States","Columbia Valley","Northstar",4,561,47.77,"2013","Red"
"6439","Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005","France","Saint-Émilion Grand Cru","Château Beau-Sejour Becot",4.3,562,109.95,"2005","Red"
"6440","Clos du Marquis Saint-Julien 2012","France","Saint-Julien","Château Léoville Las Cases",4.1,562,55.08,"2012","Red"
"6441","Esporão Reserva Tinto 2016","Portugal","Alentejo","Esporão",4.2,5629,15.7,"2016","Red"
"6442","Finca Torrea Rioja 2016","Spain","Rioja","Marqués de Riscal",4.1,563,28.99,"2016","Red"
"6443","Appellation Vista Flores Malbec 2017","Argentina","Vista Flores","Catena",4,564,13.95,"2017","Red"
"6444","Pessac-Léognan (Premier Grand Cru Classé) 2011","France","Pessac-Léognan","Château Haut-Brion",4.5,564,565.38,"2011","Red"
"6445","Rioja Reserva 2013","Spain","Rioja","Castillo Clavijo",3.9,564,12.14,"2013","Red"
"6446","Château d'Ampuis Côte-Rôtie 2013","France","Côte-Rôtie","E. Guigal",4.1,565,98,"2013","Red"
"6447","Barolo Riserva 2011","Italy","Barolo","Borgogno",4.2,565,110.75,"2011","Red"
"6448","Palazzo della Torre 2015","Italy","Verona","Allegrini",4,5655,16.08,"2015","Red"
"6449","Langhe Rosso 2018","Italy","Langhe","G.D. Vajra",3.8,566,11.21,"2018","Red"
"6450","Opi Montepulciano d'Abruzzo Colline Teramane Riserva 2011","Italy","Montepulciano d'Abruzzo Colline Teramane","Farnese",4.2,566,23.19,"2011","Red"
"6451","Abstract 2018","United States","California","Orin Swift",4.1,567,41.92,"2018","Red"
"6452","Ribera del Duero 2016","Spain","Ribera del Duero","Garmón",4.2,567,34.95,"2016","Red"
"6453","Das Phantom 2017","Austria","Mittelburgenland","K+K Kirnbauer",4,568,28.8,"2017","Red"
"6454","Rioja Gran Reserva 2013","Spain","Rioja","Baron de Ley",4.1,568,19.9,"2013","Red"
