"","Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type"
"6019","Reius Amarone della Valpolicella Classico 2013","Italy","Amarone della Valpolicella","Sartori",4.1,507,29.9,"2013","Red"
"6020","Château Paul Mas Coteaux du Languedoc Clos des Mures 2016","France","Languedoc","Paul Mas",3.8,507,25.79,"2016","Red"
"6021","Les Griffons Pauillac 2015","France","Pauillac","Château Pichon Baron",4.1,507,48.64,"2015","Red"
"6022","Single Vineyard Finca Valdelayegua Crianza 2016","Spain","Ribera del Duero","PradoRey",3.8,507,16.55,"2016","Red"
"6023","Leonardo Brunello di Montalcino 2013","Italy","Brunello di Montalcino","Cantine Leonardo da Vinci",4.1,507,32.5,"2013","Red"
"6024","Culmen Reserva Rioja 2011","Spain","Rioja","Lan",4.3,508,55.99,"2011","Red"
"6025","Coma Vella Priorat 2013","Spain","Priorat","Mas d'en Gil",4.1,508,28.49,"2013","Red"
"6026","Croix Canon Saint-Émilion Grand Cru 2012","France","Saint-Émilion Grand Cru","Château Canon",4.1,509,45.74,"2012","Red"
"6027","Bin 138 Shiraz - Grenache - Mataro 2015","Australia","Barossa Valley","Penfolds",4,509,41.99,"2015","Red"
"6028","La Poja (Monovitigno Corvina Veronese) 2013","Italy","Verona","Allegrini",4.2,509,61.41,"2013","Red"
"6029","Barolo del Comune di Serralunga d'Alba 2013","Italy","Barolo","Tenuta Cucco",4.1,509,24.27,"2013","Red"
"6030","Pauillac (Grand Cru Classé) 2015","France","Pauillac","Château d'Armailhac",4,509,79.89,"2015","Red"
"6031","Colheita Seleccionada Tinto 2017","Portugal","Alentejano","Quinta do Paral",4,51,19.99,"2017","Red"
"6032","Zinfandel Sonoma Heritage Vines 2017","United States","Dry Creek Valley","Rancho Zabaco",3.7,51,13.16,"2017","Red"
"6033","Petresco 2013","Italy","Chianti Classico","Cinciole",4,51,37.97,"2013","Red"
"6034","Christina Ribera del Duero 2016","Spain","Ribera del Duero","Astrales",4.3,51,41.92,"2016","Red"
"6035","Bourgogne Pinot Noir 2016","France","Bourgogne","Domaine des Perdrix",3.7,51,40.59,"2016","Red"
"6036","Cahors Malbec 2014","France","Cahors","Lionel Osmin & Cie",3.2,51,8.72,"2014","Red"
"6037","Aglianico Beneventano 2017","Italy","Campania","Vesevo",3.6,51,6.5,"2017","Red"
"6038","Tempranillo 2015","Spain","Ribera del Duero","Viñedos Milénico",3.9,51,37,"2015","Red"
"6039","Winemaker Reserva Cabernet Sauvignon 2019","Chile","Rapel Valley","Valdivieso",3.7,51,9.7,"2019","Red"
"6040","Sincaru Cannonau di Sardegna Riserva 2014","Italy","Cannonau di Sardegna","Surrau",4.1,51,19.3,"2014","Red"
"6041","Moulis-en-Médoc 2016","France","Moulis-en-Médoc","Château Dutruch Grand Poujeaux",4.1,51,24.63,"2016","Red"
"6042","Mount Hermon Cabernet Sauvignon 2019","Israel","Galilee","Hermon",3.8,51,11.46,"2019","Red"
"6043","Le Masche Barbera d'Alba Superiore 2017","Italy","Barbera d'Alba","BelColle",3.9,51,11.19,"2017","Red"
"6044","Spätburgunder Trocken 2017","Germany","Pfalz","Stern",4,51,11.47,"2017","Red"
"6045","Villa Albergotti Riserva Chianti 2013","Italy","Chianti","Tipici dell'Aretino",3.4,51,9.9,"2013","Red"
"6046","Primitivo di Manduria 2018","Italy","Primitivo di Manduria","Masseria Borgo dei Trulli",4,51,10.95,"2018","Red"
"6047","Crianza 2015","Spain","Navarra","Bodegas Príncipe de Viana",3.5,51,6.32,"2015","Red"
"6048","Otazu Edición Limitada Reserva Clásico 2012","Spain","Navarra","Bodega Otazu",3.9,51,13.55,"2012","Red"
"6049","Côtes de Provence Rouge 2014","France","Côtes de Provence","Château des Sarrins",3.8,51,17.5,"2014","Red"
"6050","Il Morino 2014","Italy","Toscana","Vignamaggio",3.5,51,9.25,"2014","Red"
"6051","Brunello di Montalcino Poggio Al Granchio 2013","Italy","Brunello di Montalcino","Val di Suga",4.1,51,44.9,"2013","Red"
"6052","Spätburgunder 2014","Germany","Pfalz","Oliver Zeter",3.4,51,10,"2014","Red"
"6053","Brunello di Montalcino 2015","Italy","Brunello di Montalcino","Fossacolle",4.1,51,38.02,"2015","Red"
"6054","Red Blend 2017","South Africa","Swartland","Badenhorst",3.9,51,24.49,"2017","Red"
"6055","Saint-Chinian 2013","France","Saint-Chinian","Hecht & Bannier",3.3,51,14.45,"2013","Red"
"6056","Red Blend 2016","Spain","Montsant","Intruso",3.9,51,8.96,"2016","Red"
"6057","Alicante 2017","Spain","Alicante","El Sequé",4,51,24.18,"2017","Red"
"6058","Salento Coribante 2018","Italy","Salento","Castello Monaci",3.9,51,8.9,"2018","Red"
"6059","François de Tournon Saint-Joseph 2017","France","Saint-Joseph","Delas",3.9,51,34.02,"2017","Red"
"6060","Charlie's Garden Shiraz 2015","Australia","Eden Valley","Two Hands",4.2,51,49.5,"2015","Red"
"6061","Brauneberger Mandelgraben Pinot Noir 2009","Germany","Mosel","Markus Molitor",4.1,51,32.95,"2009","Red"
"6062","Chianti Colli Senesi 2018","Italy","Chianti Colli Senesi","Poderi del Paradiso",3.7,51,8.2,"2018","Red"
"6063","Montepulciano d'Abruzzo Riserva 2011","Italy","Montepulciano d'Abruzzo","Nobile delle Rocche",3.8,51,7.32,"2011","Red"
"6064","Roca Roja Single Vineyard 2015","Spain","Priorat","Marco Abella",4.3,51,82.32,"2015","Red"
"6065","Vürsù Barolo Campè 2015","Italy","Barolo","La Spinetta",4.3,51,96.5,"2015","Red"
"6066","Bandol Rouge 2016","France","Bandol","Domaine de la Tour du Bon",3.9,51,20.67,"2016","Red"
"6067","Melodias Winemaker Selection Malbec 2018","Argentina","Mendoza","Trapiche",3.5,51,7.45,"2018","Red"
"6068","Norwood 2015","Australia","South Australia","Salomon Estate",3.7,51,16.5,"2015","Red"
"6069","L'Esprit de l'Horizon Rouge 2013","France","Côtes Catalanes","Domaine de l'Horizon",3.9,51,21.34,"2013","Red"
"6070","Amphora 2016","Portugal","Alentejano","Cortes de Cima",4,51,22.42,"2016","Red"
"6071","Camparrón Crianza 2015","Spain","Toro","Francisco Casas",3.8,51,8.33,"2015","Red"
"6072","Fatalis Fatum Red Blend 2016","United States","Long Island","Wölffer Estate",4.2,51,32.9,"2016","Red"
"6073","Altura Máxima Malbec 2016","Argentina","Salta","Colomé",4.1,51,92.15,"2016","Red"
"6074","4 Kilos 2017","Spain","Mallorca","4 Kilos Vinícola",3.8,51,29.99,"2017","Red"
"6075","Arborina Barolo 2015","Italy","Barolo","Elio Altare",4.3,51,77.5,"2015","Red"
"6076","Syrah - Viognier Sud de France 2017","France","Pays d'Oc","Arrogant Frog",3.5,51,7.75,"2017","Red"
"6077","La Roche Mère Malbec de Cahors 2014","France","Cahors","Crocus",4.5,51,80,"2014","Red"
"6078","Organic Nero di Troia 2017","Italy","Puglia","Maree d'Ione",4,510,6.95,"2017","Red"
"6079","Pinot Noir 2017","New Zealand","Marlborough","Saint Clair",3.5,510,17.59,"2017","Red"
"6080","Rosso di Montalcino 2015","Italy","Rosso di Montalcino","Tenuta Il Poggione",3.8,510,16.39,"2015","Red"
"6081","Estate Cabernet Sauvignon 2016","United States","Santa Cruz Mountains","Ridge Vineyards",4.2,510,81.58,"2016","Red"
"6082","Veneto Rosso del Bepi 2008","Italy","Veneto","Quintarelli Giuseppe",4.5,511,333.5,"2008","Red"
"6083","Asinone Vino Nobile di Montepulciano 2012","Italy","Vino Nobile di Montepulciano","Poliziano",4.2,511,34.82,"2012","Red"
"6084","V Reserva 2013","Spain","Rioja","Bodegas Faustino",3.8,5117,9.99,"2013","Red"
"6085","Margaux (Grand Cru Classé) 2014","France","Margaux","Château Kirwan",4.1,512,52,"2014","Red"
"6086","Saint-Estèphe 2013","France","Saint-Estèphe","Château Haut-Beauséjour",3.7,512,27.71,"2013","Red"
"6087","Pessac-Léognan (Grand Cru Classé de Graves) 2016","France","Pessac-Léognan","Château Pape Clément",4.3,512,124.77,"2016","Red"
"6088","Reserva 2014","Spain","Rioja","Cune (CVNE)",3.8,5121,13.1,"2014","Red"
"6089","Le Volte 2017","Italy","Toscana","Ornellaia",3.9,5127,18.14,"2017","Red"
"6090","La Tradizione Ruché di Castagnole Monferrato 2017","Italy","Monferrato","Montalbera",3.8,513,13.9,"2017","Red"
"6091","Merlot 2017","South Africa","Durbanville","De Grendel",4,513,17.29,"2017","Red"
"6092","Côtes du Rhône 2016","France","Côtes-du-Rhône","Xavier Vignon",3.6,514,10.9,"2016","Red"
"6093","Opi Montepulciano d'Abruzzo Colline Teramane Riserva 2008","Italy","Montepulciano d'Abruzzo Colline Teramane","Farnese",4.1,514,21.9,"2008","Red"
"6094","Taberner Tierra de Cádiz 2011","Spain","Cádiz","Huerta de Albala",4.2,514,76.53,"2011","Red"
"6095","Shiraz 2018","Australia","South Eastern Australia","Banrock Station",3.9,514,7.19,"2018","Red"
"6096","Rancia Chianti Classico Riserva 2015","Italy","Chianti Classico","Fèlsina",4.1,514,53.13,"2015","Red"
"6097","Châteauneuf-du-Pape 2013","France","Châteauneuf-du-Pape","Clos des Papes (Paul Avril)",4.3,515,86.76,"2013","Red"
"6098","Petit Clos Pinot Noir 2016","New Zealand","Marlborough","Clos Henri Vineyard",3.6,515,13.7,"2016","Red"
"6099","Saint-Estèphe 2014","France","Saint-Estèphe","Château de Pez",4,515,37.9,"2014","Red"
"6100","Estate Vineyards Syrah (Shiraz) 2016","South Africa","Stellenbosch","Rust En Vrede",4.2,515,27.79,"2016","Red"
"6101","To Kalon Vineyard Reserve Cabernet Sauvignon 2014","United States","Oakville","Robert Mondavi",4.4,516,154,"2014","Red"
"6102","Carmenère 2018","Chile","Central Valley","Frontera",3.5,516,5.65,"2018","Red"
"6103","Fico Grande Romagna Sangiovese 2017","Italy","Romagna","Poderi dal Nespoli",3.6,516,7.85,"2017","Red"
"6104","Blaufränkisch 2015","Austria","Neusiedlersee","Heinrich",3.7,517,12,"2015","Red"
"6105","Margaux (Grand Cru Classé) 2005","France","Margaux","Château Boyd-Cantenac",4.2,517,75.95,"2005","Red"
"6106","Primitivo di Manduria 2018","Italy","Primitivo di Manduria","Epicuro",3.9,517,8.5,"2018","Red"
"6107","Pauillac (Grand Cru Classé) 2014","France","Pauillac","Château Clerc Milon",4,518,89,"2014","Red"
"6108","Triton Tinta de Toro 2014","Spain","Toro","Tridente",3.7,518,16.95,"2014","Red"
"6109","Rosso di Montalcino 2014","Italy","Rosso di Montalcino","Fanti",3.6,518,11.54,"2014","Red"
"6110","Les Forts de Latour Pauillac 2008","France","Pauillac","Château Latour",4.3,518,219.95,"2008","Red"
"6111","Primitivo di Manduria 2017","Italy","Primitivo di Manduria","Conte di Campiano",4,519,7.8,"2017","Red"
"6112","Rouge (Estate Reserve) 2003","South Africa","Stellenbosch","Morgenster Estate",4.3,519,38.94,"2003","Red"
"6113","Grand Vin Cahors 2012","France","Cahors","Château de Chambert",3.9,52,31.1,"2012","Red"
"6114","Pian di Rémole Rosso 2018","Italy","Toscana","Frescobaldi",3.2,52,6.72,"2018","Red"
"6115","Occhetti Nebbiolo d'Alba 2017","Italy","Nebbiolo d'Alba","Prunotto",3.6,52,22.99,"2017","Red"
"6116","Rioja Gran Reserva Magister Bibendi 2007","Spain","Rioja","Navarrsotillo",4.1,52,18.15,"2007","Red"
"6117","Grand Classique Red Blend 2016","South Africa","Paarl","Glen Carlou",3.8,52,16.9,"2016","Red"
"6118","Cabernet Sauvignon - Merlot 2016","South Africa","Stellenbosch","Neethlingshof Estate",3.8,52,9.26,"2016","Red"
"6119","Berger Baron Bordeaux 2018","France","Bordeaux","Baron Philippe de Rothschild",3.2,52,8.72,"2018","Red"
"6120","Châteauneuf-du-Pape Rouge 2015","France","Châteauneuf-du-Pape","Les Halos de Jupiter",4.1,52,36.56,"2015","Red"
"6121","Gran Reserva 2012","Spain","Valdepeñas","Señorío de Grevol",3.2,52,8.75,"2012","Red"
"6122","La Chapelle de Bages Pauillac 2013","France","Pauillac","Château Haut-Bages Libéral",4,52,27.55,"2013","Red"
"6123","La Brulade Bandol 2015","France","Bandol","Domaine de la Bégude",4.1,52,52.9,"2015","Red"
"6124","Médoc 2015","France","Médoc","Château Lousteauneuf",3.4,52,19.8,"2015","Red"
"6125","Syrah Gimblett Gravels Vineyard 2017","New Zealand","Gimblett Gravels","Craggy Range",4.1,52,34.73,"2017","Red"
"6126","Lohsa Morellino di Scansano 2018","Italy","Morellino di Scansano","Poliziano",3.6,52,13,"2018","Red"
"6127","Garnacha - Monastrell 2017","Spain","Valencia","Los Frailes",3.7,52,7.55,"2017","Red"
"6128","Primo Sangiovese - Merlot 2018","Italy","Daunia","Farnese",3.5,52,4.28,"2018","Red"
"6129","Red 2013","Australia","South Australia","Simply Sunshine",3.6,52,8.7,"2013","Red"
"6130","Mervisano Barbera d'Alba 2013","Italy","Barbera d'Alba","Orlando Abrigo",3.9,52,20.75,"2013","Red"
"6131","Mathilde Saint-Emilion Grand Cru 2015","France","Saint-Émilion Grand Cru","Château La Fleur Morange",3.8,52,26.95,"2015","Red"
"6132","Magill Estate Shiraz 1999","Australia","Barossa","Penfolds",4.3,52,109.39,"1999","Red"
"6133","Fetească Neagră 2018","Romania","Transylvania","Liliac",3.8,52,15,"2018","Red"
"6134","Urschrei 2014","Germany","Rheinhessen","Lorenz",3.3,52,7.7,"2014","Red"
"6135","Reserve Merlot 2016","South Africa","Walker Bay","Creation",4,52,36,"2016","Red"
"6136","Schlatter Maltesergarten Spätburgunder 2016","Germany","Baden","Martin Waßmer",4.1,52,20.53,"2016","Red"
"6137","Garnacha 2018","Spain","Cariñena","Aldeya",3.7,52,7.36,"2018","Red"
"6138","La Roque 2017","France","Cahors","Mas del Périé - Fabien Jouves",3.7,52,14.9,"2017","Red"
"6139","Barda Pinot Noir 2019","Argentina","Patagonia","Chacra",3.7,52,21.35,"2019","Red"
"6140","Clos Badon Thunevin Saint-Émilion Grand Cru 2016","France","Saint-Émilion Grand Cru","Thunevin",4.1,52,42.89,"2016","Red"
"6141","Listrac-Médoc 2017","France","Listrac-Médoc","Château Fonréaud",3.8,52,25.02,"2017","Red"
"6142","Saint-Julien (Grand Cru Classé) 2007","France","Saint-Julien","Château Ducru-Beaucaillou",4.4,520,165,"2007","Red"
"6143","Crozes-Hermitage Domaine de Thalabert 2013","France","Crozes-Hermitage","Paul Jaboulet Aîné",4,520,35.95,"2013","Red"
"6144","Contador de Estórias 2017","Portugal","Península de Setúbal","Manz",3.7,520,10.9,"2017","Red"
"6145","Gaia Red Blend 2018","Argentina","Tupungato","Domaine Bousquet",3.9,520,12.05,"2018","Red"
"6146","Haut-Médoc (Grand Cru Classé) 2005","France","Haut-Médoc","Château Belgrave",4.1,520,54.95,"2005","Red"
"6147","Bolgheri 2016","Italy","Bolgheri","Tenuta le Colonne",3.8,520,15.98,"2016","Red"
"6148","Merlot de Purcari 2017","Moldova","South Eastern","Château Purcari",4,521,12.98,"2017","Red"
"6149","Vendimia 2016","Spain","Ribera del Duero","Tresmano - Tr3smano",4.3,521,45,"2016","Red"
"6150","Spätburgunder 'B' 2012","Germany","Pfalz","Friedrich Becker",3.6,521,19.45,"2012","Red"
"6151","Cabernet Sauvignon 2016","United States","Napa Valley","Black Stallion",4.2,5217,31.57,"2016","Red"
"6152","Margaux (Grand Cru Classé) 2015","France","Margaux","Château Prieuré-Lichine",4.2,522,53,"2015","Red"
"6153","Côte-Rôtie Brune & Blonde de Guigal 2016","France","Côte-Rôtie","E. Guigal",4.2,522,38.89,"2016","Red"
"6154","Tinta Barocca 2016","South Africa","Swartland","Allesverloren",3.7,524,14.29,"2016","Red"
"6155","Elos Cabernet Sauvignon - Malbec 2011","Brazil","Encruzilhada do Sul","Lidio Carraro",3.7,524,29.19,"2011","Red"
"6156","El Héroe Garnacha Viñas Viejas 2016","Spain","Aragón","Baltasar Gracián",3.8,524,9.65,"2016","Red"
"6157","Burdese 2010","Italy","Menfi","Planeta",3.9,524,20.96,"2010","Red"
"6158","Pomerol 2012","France","Pomerol","Château Plince",4.1,525,33.9,"2012","Red"
"6159","Private Bin Pinot Noir 2018","New Zealand","Marlborough","Villa Maria",3.5,525,15.59,"2018","Red"
"6160","Frescaripa Bardolino Classico 2018","Italy","Bardolino Classico","Masi",3.5,525,9.21,"2018","Red"
"6161","Narassa 2017","France","Côtes du Roussillon Villages","Domaine Lafage",4,525,12.46,"2017","Red"
"6162","Ca' de' Rocchi Valpolicella Ripasso Superiore Monterè 2017","Italy","Valpolicella Ripasso","Tinazzi",4.2,526,15.95,"2017","Red"
"6163","Cosimo Varvaglione Collezione Privata Primitivo di Manduria 2015","Italy","Primitivo di Manduria","Varvaglione",4.5,526,21.9,"2015","Red"
"6164","Signature Cabernet Sauvignon 2018","South Africa","Stellenbosch","Spier",3.3,526,6.5,"2018","Red"
"6165","Bolgheri Superiore Sondraia 2016","Italy","Bolgheri Superiore","Poggio Al Tesoro",4.4,526,41.92,"2016","Red"
"6166","Beef & Liberty Shiraz 2017","Australia","Limestone Coast","The Beefsteak Club",3.5,526,9.9,"2017","Red"
"6167","Portillo Malbec 2016","Argentina","Tunuyán","Salentein",3.4,5267,7.99,"2016","Red"
"6168","Opus One 2010","United States","Napa Valley","Opus One",4.6,5268,472.77,"2010","Red"
"6169","Monastrell By El Sequé 2016","Spain","Alicante","El Sequé",3.8,527,24.5,"2016","Red"
"6170","56 Hundred Cabernet Sauvignon 2018","South Africa","Coastal Region","Nederburg",3.7,528,6.31,"2018","Red"
"6171","Tempranillo 2014","Spain","Rioja","Rolland & Galarreta 'R&G'",3.8,528,14.13,"2014","Red"
"6172","Rioja Crianza Tempranillo - Garnacha 2016","Spain","Rioja","Castillo Clavijo",3.8,528,8.21,"2016","Red"
"6173","Saint-Estèphe 2015","France","Saint-Estèphe","Château Haut-Beauséjour",4,528,24.9,"2015","Red"
"6174","Amarone della Valpolicella Classico 2015","Italy","Amarone della Valpolicella Classico","Tommasi",4.3,5288,35.9,"2015","Red"
"6175","Grand Marrenon Rouge 2017","France","Luberon","Marrenon",3.9,529,10.95,"2017","Red"
"6176","Seleção do Ano Tinto 2018","Portugal","Alentejano","Monte da Ravasqueira",3.9,529,8.41,"2018","Red"
"6177","Chianti Classico 2016","Italy","Chianti Classico","Castello di Monsanto",3.8,529,12.62,"2016","Red"
"6178","Tortoniano Barolo 2014","Italy","Barolo","Michele Chiarlo",3.9,529,37.04,"2014","Red"
"6179","Lagrein Südtirol 2017","Italy","Südtirol - Alto Adige","Muri-Gries",3.8,529,12.12,"2017","Red"
"6180","Haut Roc Blanquant Saint-Émilion Grand Cru 2015","France","Saint-Émilion Grand Cru","Château Belair-Monange",3.8,53,41.43,"2015","Red"
"6181","Roncomoro Merlot 2016","Italy","Friuli Grave","Pradio",3.8,53,10.51,"2016","Red"
"6182","Château Les Cruzelles Lalande-de-Pomerol 2010","France","Lalande-de-Pomerol","Denis Durantou",4,53,39.95,"2010","Red"
"6183","Crianza 2015","Spain","Rioja","Bodegas Casa Primicia",3.7,53,10.51,"2015","Red"
"6184","Terre Pourpre Visan 2017","France","Côtes-du-Rhône-Villages 'Visan'","Domaine La Florane",4,53,15.5,"2017","Red"
"6185","Gigondas Le Claux 2016","France","Gigondas","Château de Saint Cosme",4.1,53,85.9,"2016","Red"
"6186","Shamàn Montepulciano d'Abruzzo Riserva 2013","Italy","Montepulciano d'Abruzzo","Rosarubra",4.4,53,39.5,"2013","Red"
"6187","1838 2016","Germany","Pfalz","Bergdolt-Reif & Nett",3.3,53,7.6,"2016","Red"
"6188","Montepulciano d'Abruzzo 2017","Italy","Montepulciano d'Abruzzo","Farnese",3.6,53,6.5,"2017","Red"
"6189","Cabernet Sauvignon 2013","Austria","Burgenland","Kollwentz",4.1,53,58,"2013","Red"
"6190","Vigin Nebbiolo d'Alba 2000","Italy","Nebbiolo d'Alba","Casetta",3.8,53,27.5,"2000","Red"
"6191","Barolo 2015","Italy","Barolo","Brovia",4,53,48.4,"2015","Red"
"6192","Améthyste 2016","France","Vins des Allobroges","Domaine des Ardoisieres",3.9,53,72.13,"2016","Red"
"6193","Ad Hoc Primitivo di Manduria 2018","Italy","Primitivo di Manduria","Tenuta Giustini",4.3,53,14.5,"2018","Red"
"6194","Syrah Toscana Collezione Privata 2015","Italy","Toscana","Isole e Olena",4.3,53,41.61,"2015","Red"
"6195","Reserva Alentejano Tinto 2015","Portugal","Alentejano","Monte Cascas",3.9,53,15.5,"2015","Red"
"6196","Summo Laco Rosso 2016","Italy","Vigneti delle Dolomiti","Madonna delle Vittorie",3.7,53,17.54,"2016","Red"
"6197","Merlot 2017","South Africa","Paarl","Niel Joubert",3.5,53,5.74,"2017","Red"
"6198","Imprint of Mark Shannon Primitivo Appassito 2017","Italy","Puglia","A Mano",3.6,53,10.9,"2017","Red"
"6199","Passo Lungo Primitivo Tardivo 2018","Italy","Puglia","San Donaci",3.9,53,7.9,"2018","Red"
"6200","I Mori Gaglioppo - Cabernet 2016","Italy","Calabria","Ippolito 1845",3.6,53,12,"2016","Red"
"6201","Turtur 2017","Germany","Pfalz","Schneider",3.9,53,13.84,"2017","Red"
"6202","Lagrein (Selezione) 2019","Italy","Südtirol - Alto Adige","Elena Walch",3.7,53,13.85,"2019","Red"
"6203","Spätburgunder S 2017","Germany","Ahr","Meyer - Näkel",4,53,29.9,"2017","Red"
"6204","57 Gran Reserva 2012","Spain","Rioja","Campillo",4.1,53,38.79,"2012","Red"
"6205","Lignum Penedès 2010","Spain","Penedès","Albet i Noya",3.6,53,9.21,"2010","Red"
"6206","The King's Wrath Pinot Noir 2016","New Zealand","Marlborough","The Kings Series",3.8,53,47.4,"2016","Red"
"6207","Merlot - Shiraz 2018","South Africa","Citrusdal Mountain","Cederberg",3.9,53,13.15,"2018","Red"
"6208","Reserva Rioja Tempranillo 2012","Spain","Rioja","Baigorri",3.8,53,20.36,"2012","Red"
"6209","Millenium Reserva 2004","Spain","Ribera del Duero","Tinto Pesquera",4,53,160.84,"2004","Red"
"6210","Zweigelt Föllikberg 2016","Austria","Burgenland","Kollwentz",3.7,53,20.43,"2016","Red"
"6211","Modello delle Venezie Rosso 2018","Italy","delle Venezie","Masi",3.4,53,6.2,"2018","Red"
"6212","Tributo 2017","Portugal","Almeirim","Rui Reguinga",4.1,53,23.95,"2017","Red"
"6213","Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2005","France","Pessac-Léognan","Château Haut-Brion",4.3,530,119.95,"2005","Red"
"6214","El Puntido Gran Reserva 2006","Spain","Rioja","Viñedos de Páganos",4.3,530,39.95,"2006","Red"
"6215","Sassicaia 2009","Italy","Bolgheri Sassicaia","Tenuta San Guido",4.7,5308,329,"2009","Red"
"6216","Reserva Carmenère 2017","Chile","Colchagua Valley","Caliterra",3.6,531,6.53,"2017","Red"
"6217","Teroldego Rotaliano Superiore Riserva 2012","Italy","Teroldego Rotaliano","Lidl",3.3,531,13.6,"2012","Red"
"6218","Ventoux 2018","France","Ventoux","Delas",3.7,531,7.22,"2018","Red"
"6219","Saint-Joseph 2016","France","Saint-Joseph","E. Guigal",3.8,531,23.9,"2016","Red"
"6220","Killerman's Run Shiraz 2014","Australia","Clare Valley","Kilikanoon",3.8,531,20.75,"2014","Red"
"6221","Le Loup dans la Bergerie 2018","France","Saint-Guilhem-le-Desert","Domaine de l'Hortus",3.7,532,6.75,"2018","Red"
"6222","Grande Réserve 2014","Argentina","Uco Valley","DiamAndes",4.2,532,29.95,"2014","Red"
"6223","Esteva Douro 2018","Portugal","Douro","Casa Ferreirinha",3.8,5324,8.49,"2018","Red"
"6224","Hereford Malbec 2019","Argentina","Mendoza","Bodegas la Rosa",3.2,533,5.46,"2019","Red"
"6225","Héritage 2017","France","Bordeaux","Mouton Cadet",3.6,533,14.73,"2017","Red"
"6226","Sito dell'Ulmo Merlot 2012","Italy","Menfi","Planeta",3.8,533,27.3,"2012","Red"
"6227","Gigondas 2015","France","Gigondas","Domaine des Bosquets",4,534,20.95,"2015","Red"
"6228","Altitud Malbec 2016","Argentina","Tupungato","Andeluna",3.8,534,13.26,"2016","Red"
"6229","Haut-Médoc (Grand Cru Classé) 2005","France","Haut-Médoc","Château La Tour Carnet",4.1,534,49.95,"2005","Red"
"6230","Valpolicella Superiore 2017","Italy","Valpolicella","Allegrini",3.6,534,12.4,"2017","Red"
"6231","Riserva Ducale Chianti Classico 2015","Italy","Chianti Classico","Ruffino",3.9,5342,19.31,"2015","Red"
"6232","Cabernet Sauvignon 2017","Argentina","Mendoza","Pascual Toso",3.5,535,10.01,"2017","Red"
"6233","Reserva Tinto 2011","Portugal","Alentejano","Cortes de Cima",4.2,535,52,"2011","Red"
"6234","Ángeles de Amaren Tempranillo - Graciano 2013","Spain","Rioja","Bodegas Amaren",4.1,535,18.9,"2013","Red"
"6235","Paso a Paso Tempranillo 2017","Spain","Castilla","Volver",3.6,535,13.01,"2017","Red"
"6236","Pessac-Léognan 2010","France","Pessac-Léognan","Château Haut-Bergey",4.1,535,31.95,"2010","Red"
"6237","Le Origini Amarone della Valpolicella Classico Riserva 2013","Italy","Amarone della Valpolicella Classico","Bolla",4.1,536,49.95,"2013","Red"
"6238","Reserva 2016","Spain","Rioja","Muga",4.1,537,17.3,"2016","Red"
"6239","Gran Vos Reserva Somontano 2011","Spain","Somontano","Viñas del Vero",3.9,537,17.99,"2011","Red"
"6240","Toscana 2013","Italy","Toscana","Masseto",4.7,538,965.15,"2013","Red"
"6241","Cannonau di Sardegna 2018","Italy","Cannonau di Sardegna","Sella & Mosca",3.4,538,6.2,"2018","Red"
"6242","Nero d'Avola 2018","Italy","Terre Siciliane","Zabu",3.7,538,4.9,"2018","Red"
"6243","Fausto Merlot 2015","Brazil","Serra Gaúcha","Pizzato",3.5,538,11.45,"2015","Red"
"6244","Cinco Elementos 2018","Spain","Ribera del Duero","La Cepa Alta",3.8,538,9.65,"2018","Red"
"6245","Clos de Los Siete (by Michel Rolland) 2016","Argentina","Mendoza","Clos de los Siete",3.9,5383,16.27,"2016","Red"
"6246","Haut-Médoc 2016","France","Haut-Médoc","Château Sénéjac",3.9,539,17.95,"2016","Red"
"6247","Malbec 2018","Argentina","Lujan de Cuyo","Sottano",3.7,539,9.7,"2018","Red"
"6248","Malbec 2018","Argentina","Mendoza","Tinto Negro (TintoNegro)",3.5,539,9.99,"2018","Red"
"6249","Ventoux 2017","France","Ventoux","Martinelle",3.9,54,11.9,"2017","Red"
"6250","Coteaux Du Languedoc La Clape L'Hospitalitas 2017","France","La Clape","Gérard Bertrand",4.4,54,65.17,"2017","Red"
"6251","Vieilles Vignes Chinon 2011","France","Chinon","Domaine Gouron",3.6,54,16.7,"2011","Red"
"6252","Reserva 2014","Spain","Rioja","Bodegas Castillo de Sajazarra",3.7,54,21.9,"2014","Red"
"6253","Vitus Spätburgunder 2015","Germany","Baden","Heger",3.8,54,15.94,"2015","Red"
"6254","Viña Alameda 2014","Spain","La Mancha","El Vínculo",3.6,54,12.48,"2014","Red"
"6255","Vosne-Romanée 2016","France","Vosne-Romanée","Joseph Drouhin",4.3,54,66.2,"2016","Red"
"6256","Grenache - Shiraz - Mourvedre Postmaster 2016","Australia","McLaren Vale","Fox Creek",3.7,54,17.9,"2016","Red"
"6257","Burgum Novum Pinot Nero Riserva 2016","Italy","Südtirol - Alto Adige","Castelfeder",4,54,29.9,"2016","Red"
"6258","Selección 2016","Spain","Méntrida","Arrayán",3.7,54,9.9,"2016","Red"
"6259","Pauillac (Grand Cru Classé) 2017","France","Pauillac","Château Pedesclaux",3.8,54,47.77,"2017","Red"
"6260","SMV (Shiraz - Mourvedre - Viognier) 2014","South Africa","Cape Agulhas","Lomond",4,54,12.9,"2014","Red"
