"Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type"
"Pasión 2017","Spain","Calatayud","Bodegas Langa",3.6,34,7.6,"2017","Red"
"Frühburgunder 2017","Germany","Ahr","Meyer - Näkel",3.6,34,20.5,"2017","Red"
"Tempranillo Ribera del Duero 2018","Spain","Ribera del Duero","Condado de Oriza",3.4,34,7.49,"2018","Red"
"Arbòre Cannonau di Sardegna 2013","Italy","Cannonau di Sardegna","Gabbas",4,34,19.45,"2013","Red"
"Bourgogne Hautes-Côtes de Nuits 'La Montagne' 2017","France","Bourgogne Hautes-Côtes de Nuits","Domaine Truchetet",4,34,23.9,"2017","Red"
"Barolo Rocche di Castiglione 2015","Italy","Barolo","Vietti",4.3,34,169,"2015","Red"
"Sud Malvasia Nera 2017","Italy","Salento","San Marzano",4.1,34,7.9,"2017","Red"
"Merlot 2018","France","Pays d'Oc","La Forge Estate",3.7,34,7.27,"2018","Red"
"Bandol Rouge 2017","France","Bandol","Domaine de la Tour du Bon",3.7,34,20.67,"2017","Red"
"Mountain Red 2015","South Africa","Western Cape","Thelema",3.6,340,10.5,"2015","Red"
"Crianza 2016","Spain","Somontano","Bodega Sommos",3.8,340,7.95,"2016","Red"
"Gran Reserva 2012","Spain","Cariñena","Monte Ducay",3.6,340,8.92,"2012","Red"
"Montepulciano d'Abruzzo 2017","Italy","Montepulciano d'Abruzzo","Valle Reale",3.8,340,11.9,"2017","Red"
"Poggio Ai Chiari 2007","Italy","Toscana","Colle Santa Mustiola",4.3,340,53.35,"2007","Red"
"Via Edetana Tinto 2015","Spain","Terra Alta","Edetària",3.7,340,33.59,"2015","Red"
"Merlot - Shiraz 2016","South Africa","Citrusdal Mountain","Cederberg",3.7,340,14.27,"2016","Red"
"Gevrey-Chambertin 2016","France","Gevrey-Chambertin","Bouchard Père & Fils",4.1,340,44.57,"2016","Red"
"Varietales Maturana Rioja 2016","Spain","Rioja","Baron de Ley",3.8,341,16.4,"2016","Red"
"Vignes de Nicole Cabernet Sauvignon - Syrah Pays d'Oc 2017","France","Pays d'Oc","Paul Mas",3.7,341,7.06,"2017","Red"
"Perlita Malbec - Syrah 2017","Argentina","Uco Valley","DiamAndes",3.7,341,10.51,"2017","Red"
"3.9 2015","Spain","Pla de Bages","Abadal",4,341,17.9,"2015","Red"
"Syrah 2016","Portugal","Alentejano","Cortes de Cima",4.1,341,15.54,"2016","Red"
"Pèppoli Chianti Classico 2017","Italy","Chianti Classico","Antinori",3.8,3412,19.99,"2017","Red"
"Pauillac de Latour 2014","France","Pauillac","Château Latour",4.1,342,101.63,"2014","Red"
"Peyre Blanche Cairanne 2017","France","Cairanne","Famille Perrin",3.8,342,13.5,"2017","Red"
"Les Forts de Latour Pauillac 2011","France","Pauillac","Château Latour",4.3,342,229,"2011","Red"
"Belpasso Rosso 2016","Italy","Veneto","Allegrini",3.8,343,9.9,"2016","Red"
"90 Novantaceppi Primitivo 2019","Italy","Puglia","Latentia Winery",3.9,343,4.55,"2019","Red"
"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014","France","Saint-Émilion Grand Cru","Château Figeac",4.3,343,193.01,"2014","Red"
"Margaux (Grand Cru Classé) 2014","France","Margaux","Château Rauzan-Ségla",4.1,343,130.97,"2014","Red"
"Secrets de Mar Rouge 2017","Spain","Priorat","Clos Galena",3.7,343,9.95,"2017","Red"
"Rouge 2019","France","Vin de France","La Vieille Ferme",3.6,343,5.95,"2019","Red"
"Collepiano Sagrantino di Montefalco 2014","Italy","Montefalco Sagrantino","Arnaldo-Caprai",4.3,343,33.94,"2014","Red"
"Reserva Tannat 2018","Uruguay","Maldonado","Bodega Garzón",4.1,3435,15.9,"2018","Red"
"Reserva 2015","Spain","Rioja","Cune (CVNE)",3.8,3438,13.49,"2015","Red"
"Futures Shiraz 2014","Australia","Barossa","Peter Lehmann",3.8,344,19.42,"2014","Red"
"Koonunga Hill Shiraz 2018","Australia","Barossa","Penfolds",3.6,344,10.9,"2018","Red"
"Reserva 2012","Spain","Rioja","Rioja Vega",3.7,344,11.9,"2012","Red"
"Frank Gehry Selection 2012","Spain","Rioja","Marqués de Riscal",4.1,344,383.15,"2012","Red"
"Founders' Estate Cabernet Sauvignon 2017","United States","California","Beringer",3.7,3445,11.85,"2017","Red"
"Finca Dofí 2016","Spain","Priorat","Álvaro Palacios",4.4,345,64.33,"2016","Red"
"IL Blu 2015","Italy","Toscana","Brancaia",4.3,345,52.87,"2015","Red"
"Cirò Classico Rosso 2017","Italy","Cirò","Librandi",3.4,345,5.5,"2017","Red"
"Fronsac 2010","France","Fronsac","Château Villars",3.7,345,21.55,"2010","Red"
"Lindes de Remelluri Viñedos de San Vicente 2015","Spain","Rioja","Remelluri",3.8,345,15.95,"2015","Red"
"Chakalaka 2015","South Africa","Swartland","Spice Route",4,345,22.9,"2015","Red"
"Gouleyant Malbec 2018","France","Cahors","Georges Vigouroux",3.7,345,8.32,"2018","Red"
"Solengo 2016","Italy","Toscana","Argiano",4.3,345,55.85,"2016","Red"
"Cavalli 2012","Italy","Toscana","Tenuta Degli Dei",4,345,41.26,"2012","Red"
"Rioja Reserva 2015","Spain","Rioja","Viña Real",3.8,345,13.95,"2015","Red"
"Fantini Primitivo Puglia 2018","Italy","Puglia","Farnese",3.5,345,5.9,"2018","Red"
"Cabernet Sauvignon 2016","South Africa","Stellenbosch","Thelema",4,345,24.95,"2016","Red"
"Zinfandel 2018","United States","California","Woodhaven",4,345,7.95,"2018","Red"
"Brunello di Montalcino 2012","Italy","Brunello di Montalcino","Tenuta Il Poggione",4.2,3456,38.96,"2012","Red"
"Santagostino Baglio Sorìa Red 2014","Italy","Terre Siciliane","Firriato",3.8,346,12.49,"2014","Red"
"Relentless 2015","United States","Napa Valley","Shafer",4.4,346,125.27,"2015","Red"
"Brunello di Montalcino 2014","Italy","Brunello di Montalcino","Talenti",4.1,346,34.02,"2014","Red"
"Côtes du Rhône Villages Rouge 2017","France","Côtes-du-Rhône-Villages","Famille Perrin",3.7,346,10.25,"2017","Red"
"Pauillac (Premier Grand Cru Classé) 1992","France","Pauillac","Château Lafite Rothschild",4.5,346,1266.25,"1992","Red"
"Lourens River Valley 2008","South Africa","Stellenbosch","Morgenster Estate",4.1,346,19.45,"2008","Red"
"Médoc 2014","France","Médoc","Château Leboscq",3.6,346,14.38,"2014","Red"
"Vin de Pays Terre de Bussière Principauté d'Orange 2016","France","Vin de Pays","Domaine de la Janasse",3.9,347,9.9,"2016","Red"
"Appassimento 2017","Italy","Puglia","Epicuro",4.1,347,9.9,"2017","Red"
"Acinatico Amarone della Valpolicella Classico 2016","Italy","Amarone della Valpolicella Classico","Stefano Accordini",4.4,347,34.95,"2016","Red"
"La Cuvée Mythique 2017","France","Languedoc-Roussillon","Val d'Orbieu",3.5,347,9.83,"2017","Red"
"Twins Red Blend (Malbec - Cabernet Sauvignon) 2017","Chile","Colchagua Valley","Montes",3.8,347,8.65,"2017","Red"
"Les Vignes de Bila-Haut Côtes du Roussillon Villages 2018","France","Côtes du Roussillon Villages","M. Chapoutier",3.7,347,8.5,"2018","Red"
"Saint-Julien (Grand Cru Classé) 2016","France","Saint-Julien","Château Léoville Barton",4.3,347,116.49,"2016","Red"
"Ostuni 2019","Italy","Puglia","Montedidio",4,347,5.8,"2019","Red"
"Bordeaux Supérieur 2015","France","Bordeaux Supérieur","Château de la Cour d'Argent",3.5,348,12.95,"2015","Red"
"M.I. Tinto 2017","Portugal","Douro","Quinta Maria Izabel",3.8,348,12.19,"2017","Red"
"Rioja Reserva 2011","Spain","Rioja","Marqués de Cáceres",3.8,3481,14.9,"2011","Red"
"Barbaresco 2016","Italy","Barbaresco","Gaja",4.5,349,179,"2016","Red"
"Pessac-Léognan (Grand Cru Classé de Graves) 2016","France","Pessac-Léognan","Domaine de Chevalier",4.2,349,99.95,"2016","Red"
"Lauréne Pinot Noir 2015","United States","Dundee Hills","Domaine Drouhin",4.3,349,82.86,"2015","Red"
"Chorey-Les-Beaune 2017","France","Chorey-lès-Beaune","Joseph Drouhin",3.9,349,23.88,"2017","Red"
"Rosso di Montalcino 2017","Italy","Rosso di Montalcino","Ciacci Piccolomini d'Aragona",4,349,16.08,"2017","Red"
"Salanques Priorat 2017","Spain","Priorat","Mas Doix",4,35,28.76,"2017","Red"
"Brunello di Montalcino Vigna del Lago 2013","Italy","Brunello di Montalcino","Val di Suga",4.4,35,43.9,"2013","Red"
"Crozes-Hermitage Certitude 2017","France","Crozes-Hermitage","Francois Villard",3.6,35,19,"2017","Red"
"Côte-Rôtie 2004","France","Côte-Rôtie","Tardieu-Laurent",4.1,35,79.95,"2004","Red"
"Reserve Shiraz 2013","South Africa","Paarl","Windmeul Kelder Cellar",3.9,35,15.95,"2013","Red"
"Chianti Riserva 2015","Italy","Chianti","Muro Antico",3.7,35,7.7,"2015","Red"
"Anticaia Primitivo Salento 2018","Italy","Salento","San Donaci",3.7,35,5.85,"2018","Red"
"Pinot Fin Bourgogne 2016","France","Bourgogne","Domaine Arnoux-Lachaux",3.7,35,34.02,"2016","Red"
"Gran Tiati 2011","Italy","Puglia","Teanum",4,35,34.9,"2011","Red"
"Prago Pinot Noir 2013","Germany","Pfalz","Weingut Metzger",3.9,35,29.19,"2013","Red"
"Duet 2017","Slovenia","Goriška Brda","Edi Simčič",4.2,35,19.99,"2017","Red"
"Rioja Vega Edición Limitada 2016","Spain","Rioja","Rioja Vega",4,35,11.9,"2016","Red"
"Domaine Grand Veneur Châteauneuf-Du-Pape Les Origines 2015","France","Châteauneuf-du-Pape","Alain Jaume",3.9,35,53.52,"2015","Red"
"Aufwind Saint Laurent 2016","Germany","Pfalz","Hensel",3.7,35,11.23,"2016","Red"
"Cuvée Tradition Côtes de Provence 2017","France","Côtes de Provence","Domaine les Fouques",4.1,35,11.65,"2017","Red"
"Tinto 2009","Spain","Bajo Aragón","Venta d'Aubert",3.8,35,16.6,"2009","Red"
"Cinciorosso 2017","Italy","Chianti","Cinciole",3.6,35,11.65,"2017","Red"
"Cabernet Sauvignon 2019","Chile","Central Valley","TerraNoble",3.6,35,6.83,"2019","Red"
"Tapada de Villar Reserva 2015","Portugal","Alentejo","Herdade Penedo Gordo",3.5,35,15.9,"2015","Red"
"7 Lunas Vendimia Seleccionada 2005","Spain","Ribera del Duero","Campos Goticos",4.3,35,38,"2005","Red"
"Pomerol 2014","France","Pomerol","Clos Plince",3.8,35,59.74,"2014","Red"
"The Winemaster's Pinotage 2019","South Africa","Coastal Region","Nederburg",4,35,6.31,"2019","Red"
"Cuvée Olivettes 2015","France","Languedoc","Château Ricardelle",3.5,35,6.78,"2015","Red"
"Sorì San Lorenzo 2016","Italy","Langhe","Gaja",4.3,35,484.03,"2016","Red"
"Friedrich Laibach The Founder's Blend 2016","South Africa","Stellenbosch","Laibach",4.1,35,27.89,"2016","Red"
"Susumaniello Salento 2017","Italy","Salento","Vallone",3.8,35,8.8,"2017","Red"
"Bordeaux 2013","France","Bordeaux","Domaine de Valmengaux",3.9,35,16.47,"2013","Red"
"Rosso di Podernovo 2012","Italy","Umbria","Castello Delle Regine",3.5,35,27,"2012","Red"
"Petit Clos Malbec 2016","France","Cahors","Jean-Luc Baldès",3.6,35,13.5,"2016","Red"
"Le Lucére Brunello di Montalcino Riserva 2012","Italy","Brunello di Montalcino","San Filippo",4.4,35,131.92,"2012","Red"
"Block 3 Pinot Noir 2018","New Zealand","Central Otago","Felton Road",4.4,35,87.9,"2018","Red"
"Evento 2005","Spain","Rioja","Castillo de Mendoza",4.3,35,27.5,"2005","Red"
"Diesel Pinotage 2017","South Africa","Stellenbosch","Beyerskloof",4.7,35,63,"2017","Red"
"La Creu Alta 2014","Spain","Priorat","Bodegas Mas Alta",4.5,35,86.76,"2014","Red"
"Kuyen 2017","Chile","Maipo Valley","Antiyal",4.1,35,25.35,"2017","Red"
"Cabernet 2012","Spain","Somontano","Enate",4.2,35,35.57,"2012","Red"
"Roma Edizione Limitata 2015","Italy","Romagna","Poggio le Volpi",4.1,35,21.95,"2015","Red"
"Meisterstück 2015","Germany","Pfalz","Emil Bauer & Söhne",4.1,35,16.95,"2015","Red"
"Barbera d'Alba 2015","Italy","Barbera d'Alba","Virna",3.6,35,15.28,"2015","Red"
"Ferro 2013","Italy","Toscana","Collazzi",4.1,35,86.33,"2013","Red"
"Splattered Toad Shiraz 2018","South Africa","Coastal Region","Cape Point Vineyards",3.3,35,9.5,"2018","Red"
"Marquise de La Tourette Hermitage Rouge 2004","France","Hermitage","Delas",4.1,35,43.87,"2004","Red"
"Λu 2016","Spain","Ribera del Duero","Baden Numen",4.1,35,35.09,"2016","Red"
"Oltreconfine Grenache 2016","Italy","Maremma Toscana","Bruni",3.6,35,24.27,"2016","Red"
"Calanica Nero d'Avola - Merlot 2017","Italy","Terre Siciliane","Duca di Salaparuta",3.7,35,7.75,"2017","Red"
"Los Bayones Selección d'Oro 2015","Spain","Toro","Francisco Casas",3.6,35,13.42,"2015","Red"
"Casasilia Chianti Classico Gran Selezione 2016","Italy","Chianti Classico","Poggio Al Sole",4.3,35,29.9,"2016","Red"
"Deidesheimer Spätburgunder 2016","Germany","Pfalz","Fußer",3.7,35,14.32,"2016","Red"
"Nerento Chianti Classico Gran Selezione 2013","Italy","Chianti","Villa Trasqua",4.3,35,24.1,"2013","Red"
"Riserva Di Fizzano Chianti Classico Gran Selezione 2015","Italy","Chianti Classico","Rocca delle Macìe",4.1,35,21.34,"2015","Red"
"Essenze Barolo Riserva 2008","Italy","Barolo","Vite Colte",4.2,35,42.9,"2008","Red"
"Morellino di Scansano 2018","Italy","Maremma Toscana","Val delle Rose",3.8,35,11.45,"2018","Red"
"Les Trois Marie Côtes du Roussillon Villages 2013","France","Côtes du Roussillon Villages","Thunevin-Calvet",4.2,35,107.23,"2013","Red"
"Zweigelt Trocken 2016","Austria","Burgenland","Kracher",3.4,35,13.99,"2016","Red"
"Nero d'Avola 2015","Italy","Terre Siciliane","Baglio di Pianetto",3.7,350,8.9,"2015","Red"
"Barbera d'Asti Camp du Rouss 2017","Italy","Barbera d'Asti","Coppo",3.9,350,15.11,"2017","Red"
"S.L.V. Cabernet Sauvignon 2015","United States","Napa Valley","Stag's Leap Wine Cellars",4.5,350,165,"2015","Red"
"Listrac-Médoc 2015","France","Listrac-Médoc","Château Clarke",4,350,37.82,"2015","Red"
"Foradori - Teroldego 2018","Italy","Vigneti delle Dolomiti","Foradori",3.9,350,18.06,"2018","Red"
"Vino Nobile di Montepulciano 2016","Italy","Vino Nobile di Montepulciano","Tenuta di Gracciano della Seta",3.8,351,12.37,"2016","Red"
"Reserva Cabernet Sauvignon 2012","Spain","Somontano","Enate",3.9,351,17.99,"2012","Red"
"Médoc 2016","France","Médoc","Château Saint-Aubin",3.7,351,14.54,"2016","Red"
"Rioja Gran Reserva 2013","Spain","Rioja","Marqués de Riscal",4.2,351,29.49,"2013","Red"
"Agnus Malbec 2015","Brazil","Encruzilhada do Sul","Lidio Carraro",3.4,352,12.62,"2015","Red"
"Crianza Rioja 2016","Spain","Rioja","Vivanco",3.7,352,12.59,"2016","Red"
"Margaux (Grand Cru Classé) 2011","France","Margaux","Château Rauzan-Ségla",4.1,352,109,"2011","Red"
"The Legends 2017","Austria","Burgenland","Scheiblhofer",4.1,352,17.06,"2017","Red"
"Merlot 2018","Chile","Central Valley","Valdivieso",3.2,352,7.6,"2018","Red"
"Gran Reserva Carmenère 2017","Chile","Maule Valley","TerraNoble",3.9,353,13.5,"2017","Red"
"Asinone Vino Nobile di Montepulciano 2016","Italy","Vino Nobile di Montepulciano","Poliziano",4.2,353,35.9,"2016","Red"
"Bordeaux Supérieur (Premium) 2016","France","Bordeaux Supérieur","Château Clou du Pin",3.7,353,9.5,"2016","Red"
"Shiraz 2017","Australia","Barossa Valley","Schild Estate",4,353,15.9,"2017","Red"
"Stonewell Shiraz 2010","Australia","Barossa","Peter Lehmann",4.1,353,55.79,"2010","Red"
"Haut-Médoc 2005","France","Haut-Médoc","Château Sénéjac",3.8,353,39.95,"2005","Red"
"Creative Block 3 2016","South Africa","Stellenbosch","Spier",4.1,353,16.5,"2016","Red"
"Chianti Classico 2016","Italy","Chianti Classico","Poggio Civetta",3.8,354,8.72,"2016","Red"
"Catalina 2014","Chile","Peumo","Santa Ema",4.1,354,28.9,"2014","Red"
"d'Arry's Original Shiraz - Grenache 2015","Australia","McLaren Vale","d'Arenberg",3.8,355,15.84,"2015","Red"
"Haut-Médoc (Grand Cru Classé) 2015","France","Haut-Médoc","Château Belgrave",3.9,355,32,"2015","Red"
"Lalande-de-Pomerol 2014","France","Lalande-de-Pomerol","Château Les Vieux Ormes",3.8,355,20.9,"2014","Red"
"Rubrica Tinto 2013","Portugal","Alentejano","Luis Duarte",4.1,355,16.47,"2013","Red"
"Toro 2015","Spain","Toro","Pintia",4.4,356,55,"2015","Red"
"Castillon - Côtes de Bordeaux 2005","France","Castillon - Côtes de Bordeaux","Château d'Aiguilhe",4,356,44.95,"2005","Red"
"Saint-Émilion Grand Cru (Grand Cru Classé) 2014","France","Saint-Émilion Grand Cru","Château Fonroque",3.9,356,34.4,"2014","Red"
"Pauillac (Grand Cru Classé) 2013","France","Pauillac","Château Grand-Puy-Lacoste",3.9,356,63.36,"2013","Red"
"Goru 18 M 2015","Spain","Jumilla","EGO",3.9,356,31.19,"2015","Red"
"Ruberpan Valpolicella Superiore 2016","Italy","Valpolicella","Pieropan",3.9,356,22.47,"2016","Red"
"Senda 2013","Spain","Madrid","Las Moradas de San Martín",3.6,356,14.8,"2013","Red"
"Giusto di Notri Toscana 2016","Italy","Toscana","Tua Rita",4.2,356,64.02,"2016","Red"
"Barolo Ravera 2013","Italy","Barolo","Elvio Cogno",4,356,63.49,"2013","Red"
"Cabernet Sauvignon 2014","Spain","Dominio de Valdepusa","Marqués de Griñon",3.9,356,27.15,"2014","Red"
"Lauréne Pinot Noir 2013","United States","Dundee Hills","Domaine Drouhin",4.2,356,67.26,"2013","Red"
"VII Tempranillo 2018","Spain","Rioja","Bodegas Faustino",3.7,3561,6.25,"2018","Red"
"Saint-Estèphe 2016","France","Saint-Estèphe","Château de Pez",4,357,44.9,"2016","Red"
"Lunatico Primitivo 2018","Italy","Puglia","Vigneti del Salento",3.8,357,5.75,"2018","Red"
"Vineyards Merlot 2018","Argentina","Mendoza","Trapiche",3.3,357,5.65,"2018","Red"
"Maroccoli Syrah 2013","Italy","Menfi","Planeta",3.8,357,26.21,"2013","Red"
"Golden Reserve Malbec 2014","Argentina","Lujan de Cuyo","Trivento",3.9,3578,22.22,"2014","Red"
"Chianti Classico 2014","Italy","Chianti Classico","San Leonino",3.6,358,12,"2014","Red"
"Redigaffi Toscana 2015","Italy","Toscana","Tua Rita",4.6,358,208.55,"2015","Red"
"Saint-Estèphe 2016","France","Saint-Estèphe","Château Phélan Ségur",4,358,56.54,"2016","Red"
"Les Launes Crozes-Hermitage 2018","France","Crozes-Hermitage","Delas",3.8,358,15.9,"2018","Red"
"Appassimento 2017","Italy","Abruzzo","Collefrisio",4.1,358,10.45,"2017","Red"
"14 Primitivo Gioia del Colle 2016","Italy","Gioia del Colle","Polvanera",3.9,358,11.9,"2016","Red"
"L'Atelier Malbec de Crocus 2014","France","Cahors","Crocus",3.8,358,18.79,"2014","Red"
"Saint-Émilion Grand Cru 2007","France","Saint-Émilion Grand Cru","Château Puy-Blanquet",3.6,358,21.55,"2007","Red"
"Barbera d’Alba Vigna Martina 2016","Italy","Barbera d'Alba","Elio Grasso",4,358,31.96,"2016","Red"
"Cabernet Sauvignon 2015","Romania","Danube","La Cetate",3.7,358,13.5,"2015","Red"
"Clos du Marquis Saint-Julien 2014","France","Saint-Julien","Château Léoville Las Cases",4.2,358,58,"2014","Red"
"Colección Privada 2014","Spain","Rioja","Sierra Cantabria",4.1,358,31.95,"2014","Red"
"Saint-Julien (Grand Cru Classé) 2015","France","Saint-Julien","Château Léoville Barton",4.3,359,96.99,"2015","Red"
"Alentejano Tinto 2018","Portugal","Alentejano","Fitapreta",4,359,11.7,"2018","Red"
"1300 Cabernet Sauvignon 2017","Argentina","Tupungato","Andeluna",3.5,359,9.99,"2017","Red"
"Lambrusco Reggiano Dolce N.V.","Italy","Reggiano","Riunite",3.7,359,5.89,"N.V.","Red"
"Estate Red 2016","South Africa","Stellenbosch","Rust En Vrede",4.2,359,32.99,"2016","Red"
"Merlot Riserva 2015","Italy","Südtirol - Alto Adige","Castel Sallegg",3.7,36,20.9,"2015","Red"
"Tenuta la Gabbiola Chianti Classico 2018","Italy","Chianti Classico","San Michele a Torri",3.9,36,12.45,"2018","Red"
"Bordeaux 2015","France","Bordeaux","Château Haut Bardin",3.7,36,6.49,"2015","Red"
"St. Laurent 2017","Austria","Burgenland","Paul Achs",3.6,36,14.52,"2017","Red"
"Ardalejos 2014","Spain","Valtiendas","Bodegas Vagal",3.9,36,19.95,"2014","Red"
"Crianza 2015","Spain","Utiel-Requena","Marqués de Chivé",3.3,36,5.39,"2015","Red"
"Castillon - Côtes de Bordeaux 2017","France","Castillon - Côtes de Bordeaux","Château d'Aiguilhe",3.6,36,33.42,"2017","Red"
"Pinot Noir Marlborough 2017","New Zealand","Marlborough","Konrad",3.2,36,19.98,"2017","Red"
"Côtes Du Ventoux La Claretière Rouge 2017","France","Ventoux","Pierre Amadieu",3.8,36,7.2,"2017","Red"
"Bucephalus Red Blend 2015","United States","Napa Valley","Black Stallion",4.7,36,286.15,"2015","Red"
"La Clape 2017","France","La Clape","Château Mire l'Étang",3.6,36,9.99,"2017","Red"
"Santenay Les Charmes 2015","France","Santenay","Albert Bichot",3.7,36,27,"2015","Red"
"Reserva Especial 2006","Spain","Somontano","Enate",4.5,36,96.65,"2006","Red"
"Dolcetto d'Alba 2013","Italy","Dolcetto d'Alba","Piazzo",2.7,36,9.12,"2013","Red"
"Single Valley Lot Gran Reserva Merlot 2016","Chile","Rapel Valley","Valdivieso",3.9,36,14.57,"2016","Red"
"Reserva Merlot 2015","Chile","Colchagua Valley","Carmen",3.7,36,15.19,"2015","Red"
"Dernauer Spätburgunder 2017","Germany","Ahr","Julia Bertram",3.5,36,18.34,"2017","Red"
"Predappio Sangiovese Riserva 2013","Italy","Emilia-Romagna","Conde",4,36,22.91,"2013","Red"
"AB Ericio 2013","Austria","Mittelburgenland","Hans Igler",4,36,33.25,"2013","Red"
"Oberrotweiler Eichberg Spätburgunder Trocken 2015","Germany","Baden","Freiherr von Gleichenstein",3.9,36,10.23,"2015","Red"
"Côtes-du-Rhône Cuvée Spéciale 2016","France","Côtes-du-Rhône","Tardieu-Laurent",3.8,36,19.5,"2016","Red"
"Reserva Varietales 2015","Spain","Uclés","Finca La Estacada",3.7,36,13.25,"2015","Red"
"Altavilla della Corte Syrah 2016","Italy","Terre Siciliane","Firriato",3.6,36,10.85,"2016","Red"
