"Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type"
"Aglianico Rubrato 2018","Italy","Irpinia","Feudi di San Gregorio",3.5,322,10.94,"2018","Red"
"Pomerol 2005","France","Pomerol","Château Beauregard",4.3,322,69.95,"2005","Red"
"Pinot Noir 2016","New Zealand","Marlborough","Greywacke",4,322,29.5,"2016","Red"
"Nebbiolo d’alba 2015","Italy","Piemonte","Bruno Giacosa",3.8,322,29,"2015","Red"
"Rioja Reserva 2012","Spain","Rioja","Marqués de Cáceres",3.8,3222,13.95,"2012","Red"
"Eagle Peak Merlot 2016","United States","California","Fetzer",3.5,323,8.9,"2016","Red"
"Amarone della Valpolicella 2013","Italy","Amarone della Valpolicella","Corte Giona",3.9,323,23.39,"2013","Red"
"Reserva 2012","Spain","Rioja","Montecillo",3.8,323,13.48,"2012","Red"
"Pasionado Cuatro Cepas 2013","Argentina","Gualtallary","Andeluna",4.1,323,31.1,"2013","Red"
"Toscana Grifi 2012","Italy","Toscana","Avignonesi",4,323,55.15,"2012","Red"
"Rouge (Gaston Hochar) 2011","Lebanon","Bekaa Valley","Château Musar",4.2,3230,46.3,"2011","Red"
"Shiraz 2016","Australia","South Australia","Oxford Landing",3.5,324,8.78,"2016","Red"
"Pinot Noir 2018","United States","Los Carneros","Black Stallion",3.9,324,31.57,"2018","Red"
"Hillcot Merlot 2016","Australia","Barossa","Grant Burge",3.8,324,16.76,"2016","Red"
"Vintners Blend Old Vine Zinfandel 2017","United States","California","Ravenswood",3.2,324,9.49,"2017","Red"
"Châteauneuf-du-Pape 2017","France","Châteauneuf-du-Pape","Château de Beaucastel",4.3,324,73.11,"2017","Red"
"12 Meses en Barrica Tempranillo 2015","Spain","Ribera del Duero","Yllera",3.7,324,8.99,"2015","Red"
"Cabernet Sauvignon 2016","Israel","Galilee","Yarden",4.1,324,25.5,"2016","Red"
"La Groletta Valpolicella Ripasso 2016","Italy","Valpolicella Ripasso","Corte Giara",3.9,3246,13.16,"2016","Red"
"Palmenti Primitivo di Manduria Vigne Vecchie 2015","Italy","Primitivo di Manduria","Masseria Pietrosa",4.2,325,50.69,"2015","Red"
"HANDS OF TIME Red 2017","United States","Napa Valley","Stag's Leap Wine Cellars",4.1,325,39.5,"2017","Red"
"Poggio alle Mura Brunello di Montalcino 2015","Italy","Brunello di Montalcino","Banfi",4.1,325,38.89,"2015","Red"
"Saboteur 2016","South Africa","Western Cape","Luddite",4.1,325,22.9,"2016","Red"
"Bramasole Syrah 2015","Italy","Cortona","La Braccesca",4.4,325,46,"2015","Red"
"Cabernet Sauvignon Riserva Campaner 2016","Italy","Trentino-Alto Adige","Cantina Kaltern",4,325,14.72,"2016","Red"
"Maestro 2015","United States","Napa Valley","Robert Mondavi",4.2,325,56.54,"2015","Red"
"Tannat (Grande Vindima) 2010","Brazil","Encruzilhada do Sul","Lidio Carraro",4,326,73.06,"2010","Red"
"Chianti Classico 2015","Italy","Chianti Classico","Rocca di Montegrossi",3.8,326,14.95,"2015","Red"
"Spezie Barbaresco Riserva 2008","Italy","Barbaresco","Vite Colte",4,326,26.9,"2008","Red"
"Crozes-Hermitage Rouge 2017","France","Crozes-Hermitage","Maison les Alexandrins",3.8,326,17.95,"2017","Red"
"Cabernet Sauvignon 50 Years 2016","United States","Columbia Valley","Chateau Ste. Michelle",3.9,326,14,"2016","Red"
"Capitel Nicalò Valpolicella Superiore 2016","Italy","Valpolicella","Tedeschi",3.8,326,11.9,"2016","Red"
"Bandol Rouge 2011","France","Bandol","Gros' Noré",4.1,326,49.9,"2011","Red"
"Médoc 2010","France","Médoc","Château d'Escurac",3.8,326,18.42,"2010","Red"
"Bordeaux Rouge 2015","France","Bordeaux","Château d'Haurets",3.7,326,8.25,"2015","Red"
"Lyndenhurst Cabernet Sauvignon 2014","United States","St. Helena","Spottswoode",4.2,326,75,"2014","Red"
"Cabernet Franc 2012","Argentina","Patagonia","Bodega del Fin del Mundo",4.1,326,31.59,"2012","Red"
"Rouge (Gaston Hochar) 2004","Lebanon","Bekaa Valley","Château Musar",4.2,3261,37.92,"2004","Red"
"Ribera del Duero Tinto 2015","Spain","Ribera del Duero","Cepa 21",3.9,3268,16.9,"2015","Red"
"Jungano Aglianico Paestum 2017","Italy","Paestum","San Salvatore",4.2,327,20.93,"2017","Red"
"Silver Series Shiraz 2017","Australia","South Eastern Australia","Tempus Two",3.6,327,8.41,"2017","Red"
"Rocca dei Mori Briacò Primitivo Salento Rosso 2016","Italy","Salento","Apollonio",3.8,327,7.9,"2016","Red"
"Countacc! 2015","Italy","Monferrato","Michele Chiarlo",3.7,327,24.86,"2015","Red"
"Pessac-Léognan (Premier Grand Cru Classé) 2010","France","Pessac-Léognan","Château Haut-Brion",4.6,327,1197.9,"2010","Red"
"Pessac-Léognan 2014","France","Pessac-Léognan","Château Haut-Bailly",4.1,327,82.37,"2014","Red"
"Director's Cut Pinot Noir 2017","United States","Russian River Valley","Francis Ford Coppola",3.8,328,36.83,"2017","Red"
"Palpite Reserva 2016","Portugal","Alentejano","Fitapreta",4.2,328,18.52,"2016","Red"
"Tanca Farra Alghero 2015","Italy","Alghero","Sella & Mosca",3.8,328,15.23,"2015","Red"
"Baron de Charette Monopole Bourgogne Pinot Noir 2017","France","Bourgogne","Château de Dracy",3.7,328,15.5,"2017","Red"
"Dolcetto d’Alba 2017","Italy","Piemonte","Bruno Giacosa",3.8,329,15.42,"2017","Red"
"Saint-Julien (Grand Cru Classé) 2000","France","Saint-Julien","Château Langoa Barton",4.2,329,94.95,"2000","Red"
"Podere Montepulciano d'Abruzzo 2018","Italy","Montepulciano d'Abruzzo","Umani Ronchi",3.7,329,4.7,"2018","Red"
"Benchmark Shiraz 2018","Australia","South Australia","Grant Burge",3.3,329,6.95,"2018","Red"
"Pactio Toscana Rosso 2014","Italy","Toscana","Fertuna",3.4,329,9.65,"2014","Red"
"Margaux 2009","France","Margaux","Château Siran",3.9,329,22.37,"2009","Red"
"Haut-Médoc 2015","France","Haut-Médoc","Château Fontesteau",3.9,329,16.9,"2015","Red"
"Red Mountain 2016","United States","Red Mountain","Hedges Family Estate",4.1,329,39.79,"2016","Red"
"Ventoux 2017","France","Ventoux","Famille Perrin",3.5,329,7.45,"2017","Red"
"Ser Gioveto Toscana 2008","Italy","Toscana","Rocca delle Macìe",4.1,329,28.09,"2008","Red"
"Old Bush Vine Grenache (Samuel's Garden Collection) 2018","Australia","Barossa","Yalumba",3.8,329,17.5,"2018","Red"
"Atrium Merlot 2017","Spain","Penedès","Torres",4,329,11.99,"2017","Red"
"Rioja Tempranillo 2015","Spain","Rioja","Marqués de la Concordia",3.6,329,8.69,"2015","Red"
"Amarone della Valpolicella Conte di Valle Riserva 2011","Italy","Amarone della Valpolicella","Palazzo Maffei",4.1,329,49,"2011","Red"
"Malbec 2014","Argentina","Mendoza","Catena Alta",4.3,3295,44.62,"2014","Red"
"Wild Slopes CGM Red 2018","Chile","Aconcagua","Outer Limits",4,33,20.49,"2018","Red"
"Fossati Barolo 2015","Italy","Barolo","Enzo Boglietti",4,33,72.62,"2015","Red"
"Cos d'Estournel 2017","France","Saint-Estèphe","Cos d'Estournel",4.2,33,193.99,"2017","Red"
"Pannobile Red 2017","Austria","Burgenland","Paul Achs",3.8,33,26.81,"2017","Red"
"Gilusia Syrah 2018","Italy","Terre Siciliane","Tenuta Rapitalà",3.6,33,7.7,"2018","Red"
"Annonce Saint-Émilion Grand Cru 2016","France","Saint-Émilion Grand Cru","Château Belair-Monange",3.9,33,60.44,"2016","Red"
"Le Retour Rouge 2015","France","Ventoux","Domaine Le Mur-Mur-Ium",3.7,33,8.57,"2015","Red"
"Châteauneuf-du-Pape 2001","France","Châteauneuf-du-Pape","Tardieu-Laurent",4.2,33,66.95,"2001","Red"
"The Hidden Syrah 2016","United States","Wahluke Slope","K Vintners",4.3,33,89.47,"2016","Red"
"Primitivo 2017","Italy","Primitivo di Manduria","Palazzo Malgara",3.7,33,8.11,"2017","Red"
"Crianza 2016","Spain","Rioja","Bodegas Aradon",3.8,33,6.7,"2016","Red"
"Tazzelenghe 2011","Italy","Colli Orientali del Friuli","Conte d'Attimis Maniago",4,33,24.01,"2011","Red"
"Fläscher Pinot Noir 2018","Switzerland","Graubünden","Hansruedi Adank",3.5,33,27.78,"2018","Red"
"Castrum 2014","Italy","Rosso Veronese","Paolo Cottini",4,33,25.9,"2014","Red"
"The Journeyman 2015","South Africa","Franschhoek","Boekenhoutskloof",4.5,33,110.75,"2015","Red"
"Zweigelt 2016","Austria","Burgenland","Claus Preisinger",3.7,33,30.73,"2016","Red"
"Sudisfà Roero Riserva 2016","Italy","Roero","Negro Angelo",4.2,33,32.9,"2016","Red"
"Rust Blaufränkisch Ried Mariental Trocken 2016","Austria","Burgenland","Ernst Triebaumer",4.3,33,56.95,"2016","Red"
"La Séductrice 2018","France","Malepère","La Louvière",3.7,33,14.89,"2018","Red"
"Cabernet Sauvignon - Merlot 2017","South Africa","Western Cape","Capaia",3.7,33,9.36,"2017","Red"
"Jock McPherson Cabernet Sauvignon 2018","Australia","South Eastern Australia","McPherson",3.7,33,7.6,"2018","Red"
"Merlot Private Reserve 2010","Chile","Maule Valley","Aromo",3.1,33,12.19,"2010","Red"
"Vougeot 1er Cru 'Les Petits Vougeots' 2013","France","Vougeot 1er Cru 'Les Petits Vougeots'","Hudelot-Noëllat",4.1,33,77.5,"2013","Red"
"Rotburger Im Fluss 2017","Austria","Burgenland","Weninger",3.8,33,8.24,"2017","Red"
"Côte-Rôtie 2005","France","Côte-Rôtie","Tardieu-Laurent",4.4,33,89.95,"2005","Red"
"Les Beaux Monts Vosne-Romanée 1er Cru 2013","France","Vosne-Romanée 1er Cru 'Les Beaux Monts'","Michel Noëllat",4.2,33,92.12,"2013","Red"
"Les Grézeaux Chinon 2018","France","Chinon","Bernard Baudry",3.7,33,17.06,"2018","Red"
"Cabernet Sauvignon 2016","South Africa","Stellenbosch","Zevenwacht",3.9,33,11.49,"2016","Red"
"Pomerol by Clinet 2016","France","Pomerol","Château Clinet",3.6,33,43.83,"2016","Red"
"Spätburgunder Trocken 2017","Germany","Mosel","Regnery",3.7,33,9.5,"2017","Red"
"Hereford Tinto 2018","Argentina","Mendoza","Bodegas la Rosa",3.2,33,5.16,"2018","Red"
"Marche Rosso 2015","Italy","Marche","Roberto Lucarelli",2.6,33,11.5,"2015","Red"
"Le Lac-aux-Cochons Cahors 2015","France","Cahors","Château Combel La Serre",3.7,33,28.47,"2015","Red"
"Asili Barbaresco 2014","Italy","Barbaresco","Cascina Luisin",3.7,33,38.5,"2014","Red"
"Ja-Mocha Pinotage 2018","South Africa","Western Cape","Simonsvlei",3.6,33,11.5,"2018","Red"
"Touriga Nacional 2015","Portugal","Alentejano","Cortes de Cima",4.2,33,34.12,"2015","Red"
"GG Eichberg Spätburgunder 2013","Germany","Baden","Salwey",3.9,33,36.5,"2013","Red"
"Touriga Nacional Alentejano 2017","Portugal","Alentejano","Terra d'Alter",3.8,33,7.45,"2017","Red"
"Château Marojallia Margaux 2015","France","Margaux","Domaines Philippe Porcheron",3.9,33,59.95,"2015","Red"
"Quetton Saint-Georges 2014","France","Saint-Georges d’Orques","Château de l'Engarran",4.3,33,21.5,"2014","Red"
"Barolo Castellero 2011","Italy","Barolo","Giacomo Fenocchio",4,33,34.82,"2011","Red"
"Sotanum 2007","France","Collines Rhodaniennes","Les Vins de Vienne - Cuilleron-Gaillard-Villard",4.3,33,38.01,"2007","Red"
"Brunello di Montalcino 2015","Italy","Brunello di Montalcino","Le Ragnaie",4.3,33,57.72,"2015","Red"
"Blaufränkisch 2017","Austria","Burgenland","Umathum",3.6,33,10.93,"2017","Red"
"Winklerberg Spätburgunder GG 2011","Germany","Baden","Dr. Heger",4,33,55,"2011","Red"
"Les Bousselots Nuits-Saint-Georges 1er Cru 2013","France","Nuits-Saint-Georges Premier Cru","Domaine Robert Chevillon",4.3,33,86.62,"2013","Red"
"Pomerol 2016","France","Pomerol","Clos Plince",3.9,33,54.73,"2016","Red"
"Cabernet Sauvignon 2015","Italy","Colli Orientali del Friuli","Torre Rosazza",3.7,33,13.37,"2015","Red"
"Matilda Plains Cabernet - Shiraz 2017","Australia","Langhorne Creek","Bremerton",3.9,33,9.55,"2017","Red"
"Pinot Noir 2015","Austria","Niederösterreich","Loimer",3.6,33,13.8,"2015","Red"
"Vinhas Velhas Tinto 2017","Portugal","Alentejano","Quinta do Paral",4.6,33,29.99,"2017","Red"
"Cabernet Sauvignon 2015","Argentina","Mendoza","Terrazas de los Andes",3.7,33,20.19,"2015","Red"
"Gago G 2016","Spain","Toro","Telmo Rodriguez",3.8,33,16.95,"2016","Red"
"Raut Lagrein 2018","Italy","Südtirol - Alto Adige","Peter Zemmer",3.6,33,10.23,"2018","Red"
"Mazis-Chambertin Grand Cru 2008","France","Mazis-Chambertin Grand Cru","Domaine Tortochot",4.5,33,185.95,"2008","Red"
"Creative Block 5 2017","South Africa","Stellenbosch","Spier",3.9,33,16.95,"2017","Red"
"Assmannshäuser Höllenberg Spätburgunder Trocken 2016","Germany","Rheingau","Allendorf",3,33,31.53,"2016","Red"
"Parel Vallei Farmstead Merlot 2012","South Africa","Stellenbosch","Cape of Good Hope",4.2,33,33.89,"2012","Red"
"Falletto Barolo 2015","Italy","Barolo","Bruno Giacosa",4.3,33,173.63,"2015","Red"
"Shiraz 2019","Chile","Central Valley","Antares",3.2,33,5.43,"2019","Red"
"Chianti Classico Bellezza Gran Selezione 2015","Italy","Chianti Classico","Castello di Gabbiano",4,33,31.57,"2015","Red"
"Son P Negre 2017","Spain","Mallorca","Es Fangar",3.8,33,15.99,"2017","Red"
"Negra 2009","Spain","Montsant","Terra Personas",3.7,33,14.57,"2009","Red"
"Maurizio Zanella Sebino 2016","Italy","Sebino","Ca' del Bosco",4.3,33,49.5,"2016","Red"
"Vision 2015","Austria","Burgenland","Reunion",4.2,33,44.99,"2015","Red"
"The Twenty-Eight Road Mourvèdre 2014","Australia","McLaren Vale","d'Arenberg",3.8,33,21.57,"2014","Red"
"Cabernet Sauvignon - Merlot 2017","Slovenia","Podravje","Puklavec Family Wines",3.3,330,8.95,"2017","Red"
"Pomerol 2008","France","Pomerol","Château La Conseillante",4.2,330,144.95,"2008","Red"
"Saint-Émilion Grand Cru 2015","France","Saint-Émilion Grand Cru","Château Lassègue",4.1,330,49.95,"2015","Red"
"Quater Vitis Rosso 2014","Italy","Terre Siciliane","Firriato",4,330,13.89,"2014","Red"
"El Rincón 2013","Spain","Dominio de Valdepusa","Marqués de Griñon",3.7,330,16.9,"2013","Red"
"Finca La Escuela Malbec 2013","Argentina","Mendoza","Tinto Negro (TintoNegro)",3.8,330,34.73,"2013","Red"
"Clos du Marquis Saint-Julien 2015","France","Saint-Julien","Château Léoville Las Cases",4.3,330,67.75,"2015","Red"
"Saint-Émilion Grand Cru 2014","France","Saint-Émilion Grand Cru","Château Barrail du Blanc",3.9,330,18.9,"2014","Red"
"Côtes du Rhône Le Caillou 2018","France","Côtes-du-Rhône","Clos du Caillou",3.8,331,10.9,"2018","Red"
"The Stump Jump Shiraz 2017","Australia","McLaren Vale","d'Arenberg",3.3,331,8.94,"2017","Red"
"Légende (R) Pauillac 2015","France","Pauillac","Barons de Rothschild (Lafite)",4,331,34.64,"2015","Red"
"Blaufränkisch 2017","Austria","Burgenland","Moric",3.8,331,14.08,"2017","Red"
"Castillon - Côtes de Bordeaux 2016","France","Castillon - Côtes de Bordeaux","Château d'Aiguilhe",4,331,28.95,"2016","Red"
"Novas Gran Reserva Carmenère - Cabernet Sauvignon 2017","Chile","Colchagua Valley","Emiliana",3.9,331,10.5,"2017","Red"
"Eléonore Bordeaux Supérieur 2016","France","Bordeaux Supérieur","Château Lajarre",3.7,331,9.5,"2016","Red"
"Pauillac (Grand Cru Classé) 2015","France","Pauillac","Château Pichon Longueville Comtesse de Lalande",4.4,331,170.59,"2015","Red"
"Douro Tinto 2015","Portugal","Douro","Vale D. Maria",4.4,331,49.02,"2015","Red"
"Lamùri Nero d'Avola Regaleali 2016","Italy","Terre Siciliane","Tasca d'Almerita",3.9,3311,10.85,"2016","Red"
"Coronas Crianza 2017","Spain","Catalunya","Torres",3.8,332,7.29,"2017","Red"
"Côtes du Rhône Le Bouquet Des Garrigues 2016","France","Côtes-du-Rhône","Clos du Caillou",3.9,332,15.9,"2016","Red"
"Pomerol 2015","France","Pomerol","Château Mazeyres",4,332,35,"2015","Red"
"Saint-Estèphe 2015","France","Saint-Estèphe","Château Meyney",3.9,332,43.87,"2015","Red"
"Liber Pater Cirò Rosso Classico Superiore 2014","Italy","Cirò","Ippolito 1845",3.5,332,8.2,"2014","Red"
"Vaucluse 2015","France","Vaucluse","Le Pigeoulet des Brunier",3.8,332,13.57,"2015","Red"
"Chianti Classico 2016","Italy","Chianti Classico","Castello dei Rampolla",3.9,333,28.92,"2016","Red"
"Vigna del Sorbo Gran Selezione Chianti Classico 2015","Italy","Chianti Classico","Fontodi",4.3,333,48.4,"2015","Red"
"Nero d'Avola 2018","Italy","Terre Siciliane","Feudi Branciforti dei Bordonaro",3.7,333,6.45,"2018","Red"
"Bardolino 2018","Italy","Bardolino","Gorgo",3.6,333,7.31,"2018","Red"
"La Demoiselle de Sociando-Mallet Haut-Médoc 2014","France","Haut-Médoc","Château Sociando-Mallet",3.9,333,19.5,"2014","Red"
"Cabernet Sauvignon (Ou Kalant) 2016","South Africa","Coastal Region","MAN",3.5,333,7.19,"2016","Red"
"CASK 23 Cabernet Sauvignon 2016","United States","Napa Valley","Stag's Leap Wine Cellars",4.7,333,320,"2016","Red"
"Versante Negroamaro 2015","Italy","Salento","Vallone",3.4,333,6.2,"2015","Red"
"G.A.M. Shiraz 2010","Australia","McLaren Vale","Mitolo",4.2,333,43.69,"2010","Red"
"Châteauneuf-du-Pape Vieilles Vignes 2015","France","Châteauneuf-du-Pape","Domaine de la Janasse",4.3,334,79,"2015","Red"
"Carmenère 2016","Chile","Maule Valley","Aromo",3.4,334,8.69,"2016","Red"
"Cabernet Sauvignon - Shiraz 2016","Australia","South Australia","Oxford Landing",3.3,334,8.2,"2016","Red"
"Vinsobres Les Cornuds 2017","France","Vinsobres","Famille Perrin",3.9,334,11.9,"2017","Red"
"Director's Cut Shiraz 2016","Australia","Langhorne Creek","Heartland",4.2,334,23.99,"2016","Red"
"Margaux (Grand Cru Classé) 2014","France","Margaux","Château Ferrière",3.8,334,38.94,"2014","Red"
"Valdepeñas Tempranillo Crianza 2016","Spain","Valdepeñas","Pata Negra",3.4,334,5.99,"2016","Red"
"Alberta Annemarie Merlot 2015","South Africa","Stellenbosch","Muratie",4.1,334,14.19,"2015","Red"
"Pessac-Léognan (Premier Grand Cru Classé) 2014","France","Pessac-Léognan","Château Haut-Brion",4.5,334,498.95,"2014","Red"
"Pessac-Léognan 2016","France","Pessac-Léognan","Château La Louvière",3.9,334,51.23,"2016","Red"
"The Pepper Pot 2017","South Africa","Stellenbosch","Edgebaston",3.8,334,9.5,"2017","Red"
"Brunello di Montalcino 2011","Italy","Brunello di Montalcino","Tenuta CastelGiocondo",4.2,3341,50.39,"2011","Red"
"Càtar Montsant 2017","Spain","Montsant","Pinord",3.3,335,6.45,"2017","Red"
"Castel del Monte Trentangeli Rosso 2016","Italy","Castel del Monte","Tormaresca",3.7,335,13.38,"2016","Red"
"Barbera d'Asti Le Orme 2017","Italy","Barbera d'Asti","Michele Chiarlo",3.6,335,11.6,"2017","Red"
"Gran Reserva Rioja 2010","Spain","Rioja","Lan",3.9,3350,17.54,"2010","Red"
"Kadette Cape Blend 2017","South Africa","Stellenbosch","Kanonkop",3.8,3351,9.5,"2017","Red"
"Toscana 2018","Italy","Toscana","Santa Cristina",3.7,3356,7.29,"2018","Red"
"Vecchie Vigne Brunello di Montalcino 2011","Italy","Brunello di Montalcino","Siro Pacenti",4.2,336,67.27,"2011","Red"
"Tinto 2012","Portugal","Alentejo","Sexy",3.5,336,33.14,"2012","Red"
"Côtes de Bordeaux 2015","France","Côtes de Bordeaux","Château Suau",3.7,336,13.93,"2015","Red"
"Cabernet Sauvignon 2015","South Africa","Stellenbosch","Alto Estate",4,336,16.9,"2015","Red"
"Crianza 2016","Spain","Navarra","Pagos de Aráiz",3.6,336,7.7,"2016","Red"
"Pure Malbec 2019","Argentina","Uco Valley","Trapiche",3.5,336,9.45,"2019","Red"
"Pinot Noir 2017","South Africa","Elgin","Paul Cluver",3.8,336,18.89,"2017","Red"
"Diamond Collection Pinot Noir (Silver Label) 2017","United States","Monterey County","Francis Ford Coppola",3.5,336,29.05,"2017","Red"
"Pécharmant 2016","France","Pécharmant","Château de Tiregand",3.8,337,17.5,"2016","Red"
"Haut-Médoc 2011","France","Haut-Médoc","Château Charmail",3.7,337,21.45,"2011","Red"
"Talò Primitivo di Manduria 2018","Italy","Primitivo di Manduria","San Marzano",4.1,337,8.4,"2018","Red"
"Cabernet Sauvignon 2016","United States","California","Bogle",3.7,3375,16.39,"2016","Red"
"CMS Red (Cabernet - Merlot - Syrah) 2016","United States","Columbia Valley","Hedges Family Estate",3.7,338,18.32,"2016","Red"
"Syrah 2017","France","Vin de France","Paul Jaboulet Aîné",3.5,338,7.7,"2017","Red"
"Pinotage 2017","South Africa","Stellenbosch","Lanzerac",3.9,338,13.5,"2017","Red"
"Cabernet Sauvignon 2016","United States","California","Geyser Peak",3.7,338,10.51,"2016","Red"
"Colección Privada 2016","Spain","Rioja","Sierra Cantabria",4,338,30.95,"2016","Red"
"Dark (Red Blend) 2016","United States","California","Apothic",3.8,3389,8.48,"2016","Red"
"Pavillon de Léoville Poyferré Saint-Julien 2015","France","Saint-Julien","Château Léoville Poyferré",4.1,339,46.75,"2015","Red"
"El Primer Paso 2018","Spain","Toro","Dominio del Bendito",4,339,11.6,"2018","Red"
"Margaux 2015","France","Margaux","Château Marsac Séguineau",4.1,339,25.15,"2015","Red"
"Cabernet Sauvignon 2015","South Africa","Stellenbosch","Kanonkop",4.3,339,30.45,"2015","Red"
"Shiraz (Baker Station) 2016","South Africa","Franschhoek","Franschhoek Cellar",3.6,339,8.5,"2016","Red"
"Rioja Reserva (Tempranillo) 2011","Spain","Rioja","Ramón Bilbao",3.8,3390,14.95,"2011","Red"
"Saldo Zinfandel 2017","United States","California","The Prisoner",4.2,3391,38.5,"2017","Red"
"Vineyards Malbec 2019","Argentina","Mendoza","Trapiche",3.5,3393,4.78,"2019","Red"
"Poggio Badiola 2016","Italy","Toscana","Mazzei",3.8,3393,9.75,"2016","Red"
"Paesi Tuoi Barolo 2015","Italy","Barolo","Vite Colte",3.8,34,18.6,"2015","Red"
"Bordeaux 2016","France","Bordeaux","Château Paret",3.6,34,6.51,"2016","Red"
"Bordeaux Supérieur 2018","France","Bordeaux Supérieur","Château Landonnet",3.8,34,7.7,"2018","Red"
"Valdehermoso Joven 2018","Spain","Ribera del Duero","Valderiz",3.6,34,7.35,"2018","Red"
"Pulcino Montepulciano d'Abruzzo 2015","Italy","Montepulciano d'Abruzzo","Farnese",3.6,34,6.05,"2015","Red"
"Prachtstück Rot 2018","Germany","Pfalz","Weingut Metzger",3.2,34,7.89,"2018","Red"
"Capatosta 2016","Italy","Toscana","Poggio Argentiera",3.6,34,19.9,"2016","Red"
"La Clape 2015","France","La Clape","S. Delafont",3.9,34,16.95,"2015","Red"
"Stickleback Red 2017","Australia","Langhorne Creek","Heartland",3.5,34,8.53,"2017","Red"
"Brunello di Montalcino 2012","Italy","Brunello di Montalcino","I Palazzi",3.7,34,27.78,"2012","Red"
"Barolo Bussia Romirasco 2015","Italy","Barolo","Aldo Conterno",4.6,34,189.15,"2015","Red"
"La Napoleon Beaujolais Villages 2018","France","Beaujolais-Villages","Clotaire Michal",3.7,34,16.09,"2018","Red"
"Beaune 1er Cru 'Champs Pimont' 2017","France","Beaune 1er Cru 'Champs Pimont'","Clos de la Chapelle",4,34,57.51,"2017","Red"
"Fanatico Chianti Classico Riserva 2015","Italy","Chianti","Villa Trasqua",3.8,34,17.36,"2015","Red"
"Gigondas 2016","France","Gigondas","François Arnaud",3.8,34,18.21,"2016","Red"
"Stécia Rouge 2018","France","Terrasses du Larzac","Domaine des Crès Ricards",3.8,34,9.74,"2018","Red"
"Vernatsch Freisinger 2018","Italy","Südtirol - Alto Adige","Tramin",4,34,14.54,"2018","Red"
"Cabernet Sauvignon 2017","South Africa","Franschhoek","Holden Manz",4,34,19.9,"2017","Red"
"Contorsionista Cabernet Sauvignon 2018","Spain","Cariñena","El Circo",3.4,34,5.79,"2018","Red"
"Orsus Montepulciano d'Abruzzo 2016","Italy","Montepulciano d'Abruzzo","Fosso Corno",3.2,34,10.5,"2016","Red"
"Brauneberger Klostergarten Pinot Noir*** 2013","Germany","Mosel","Markus Molitor",4.1,34,39.9,"2013","Red"
"Fattoria di Scannano Chianti 2018","Italy","Chianti","Rocca di Castagnoli",3.6,34,9.5,"2018","Red"
"Nuits-Saint-Georges 1er Cru Aux Vignerondes 2012","France","Nuits-Saint-Georges","Faiveley",3.9,34,63.9,"2012","Red"
"Szapary Blaufränkisch 2014","Austria","Südburgenland","Weinbau Uwe Schiefer",4.1,34,33.25,"2014","Red"
"Gran Dominio Crianza 2016","Spain","Rioja","Tierras y Viñas",3.7,34,6.62,"2016","Red"
"Neuenahrer Sonnenberg Spätburgunder GG 2016","Germany","Ahr","Meyer - Näkel",4.1,34,49.5,"2016","Red"
"Syrah - Viognier Sud de France 2016","France","Pays d'Oc","Arrogant Frog",3.9,34,7.75,"2016","Red"
"Barbera d'Alba 2015","Italy","Barbera d'Alba","Pilone",3.8,34,11.36,"2015","Red"
"Rouquet’s Syrah 2017","France","Pays d'Oc","Le Cellier du Pic",3.8,34,7.77,"2017","Red"
"Terroir d'Altitude Malbec 2018","France","Languedoc-Roussillon","Fortant",4,34,8.71,"2018","Red"
"St. Laurent Classique 2017","Austria","Burgenland","Weingut Pöckl",3.4,34,14.52,"2017","Red"
"Navarra Tinto Roble 2017","Spain","Navarra","Pagos de Aráiz",3.3,34,6.9,"2017","Red"
"Silvestre Carmenère 2018","Chile","Rapel Valley","Ochagavia",3.7,34,6.9,"2018","Red"
"Crianza Cabernet Sauvignon 2015","Spain","Navarra","Bodegas Piedemonte",3.5,34,22.94,"2015","Red"
"Graves 2014","France","Graves","Château Lamouroux",3.6,34,16.55,"2014","Red"
"Cabernet Sauvignon 2013","Greece","Chalkidiki","Tsantali",3.7,34,17.79,"2013","Red"
"Marchese di Villamarina 2014","Italy","Alghero","Sella & Mosca",4.1,34,44.61,"2014","Red"
"Höhenflug Spätburgunder 2017","Germany","Pfalz","Hensel",4,34,16.75,"2017","Red"
"Calmo Cuvée 2016","Germany","Baden","Martin Waßmer",4,34,24.74,"2016","Red"
"Réserve Pinot Noir 2014","Germany","Pfalz","Oliver Zeter",3.9,34,19.5,"2014","Red"
"Z Rotwein 2016","Germany","Pfalz","Oliver Zeter",3.8,34,15.5,"2016","Red"
"Cuvée Compostelle Castillon - Côtes de Bordeaux 2005","France","Castillon - Côtes de Bordeaux","Château Côte Montpezat",4,34,18.95,"2005","Red"
"Cabernet - Syrah 2018","France","Pays d'Oc","Les Belles Lavandières",4,34,6.39,"2018","Red"
"Saint-Émilion Grand Cru (Grand Cru Classé) 2016","France","Saint-Émilion Grand Cru","Château Chauvin",3.8,34,47.95,"2016","Red"
"Savoir Vieillir Minervois 2018","France","Minervois","Château Maris",3.6,34,22.42,"2018","Red"
"Collio Carantan 2009","Italy","Collio","Marco Felluga",3.7,34,40.25,"2009","Red"
"Clos Centenaire Red 2016","Chile","Maule Valley","Casa Donoso",3.6,34,10.62,"2016","Red"
"Syrah Reserve 2017","Israel","Galilee","Tulip",4.1,34,34.9,"2017","Red"
